"time","est","lcl","ucl","Method","Cancer","Age","Gender"
3.948,0.12888,0.11565,0.14363,"Observed","StomachCancer","All","Both"
3.951,0.03751,0.03591,0.03918,"Observed","BreastCancer","All","Both"
3.951,0.07853,0.07494,0.08229,"Observed","ColorectalCancer","All","Both"
3.951,0.06879,0.0634,0.07464,"Observed","HeadNeckCancer","All","Both"
3.951,0.19268,0.16254,0.22841,"Observed","LiverCancer","All","Both"
3.951,0.19234,0.1806,0.20484,"Observed","LungCancer","All","Both"
3.951,0.05566,0.05345,0.05797,"Observed","ProstateCancer","All","Both"
3.951,0.12876,0.11553,0.1435,"Observed","StomachCancer","All","Both"
3.953,0.0375,0.0359,0.03917,"Observed","BreastCancer","All","Both"
3.953,0.07849,0.07491,0.08225,"Observed","ColorectalCancer","All","Both"
3.953,0.06876,0.06337,0.0746,"Observed","HeadNeckCancer","All","Both"
3.953,0.19222,0.18049,0.20471,"Observed","LungCancer","All","Both"
3.953,0.05567,0.05345,0.05797,"Observed","ProstateCancer","All","Both"
3.953,0.12863,0.11541,0.14336,"Observed","StomachCancer","All","Both"
3.956,0.03749,0.03589,0.03916,"Observed","BreastCancer","All","Both"
3.956,0.07845,0.07487,0.08221,"Observed","ColorectalCancer","All","Both"
3.956,0.06873,0.06334,0.07457,"Observed","HeadNeckCancer","All","Both"
3.956,0.1924,0.16226,0.22815,"Observed","LiverCancer","All","Both"
3.956,0.1921,0.18037,0.20459,"Observed","LungCancer","All","Both"
3.956,0.05567,0.05346,0.05797,"Observed","ProstateCancer","All","Both"
3.956,0.1285,0.11529,0.14323,"Observed","StomachCancer","All","Both"
3.959,0.03748,0.03588,0.03915,"Observed","BreastCancer","All","Both"
3.959,0.07841,0.07483,0.08217,"Observed","ColorectalCancer","All","Both"
3.959,0.06869,0.06331,0.07454,"Observed","HeadNeckCancer","All","Both"
3.959,0.19198,0.18025,0.20447,"Observed","LungCancer","All","Both"
3.959,0.19386,0.16777,0.22402,"Observed","PancreaticCancer","All","Both"
3.959,0.05567,0.05346,0.05798,"Observed","ProstateCancer","All","Both"
3.962,0.03747,0.03587,0.03913,"Observed","BreastCancer","All","Both"
3.962,0.07838,0.07479,0.08213,"Observed","ColorectalCancer","All","Both"
3.962,0.06866,0.06328,0.0745,"Observed","HeadNeckCancer","All","Both"
3.962,0.19213,0.16198,0.22789,"Observed","LiverCancer","All","Both"
3.962,0.19186,0.18013,0.20435,"Observed","LungCancer","All","Both"
3.962,0.19369,0.16759,0.22385,"Observed","PancreaticCancer","All","Both"
3.962,0.05568,0.05346,0.05798,"Observed","ProstateCancer","All","Both"
3.962,0.12825,0.11505,0.14297,"Observed","StomachCancer","All","Both"
3.964,0.03746,0.03586,0.03912,"Observed","BreastCancer","All","Both"
3.964,0.07834,0.07475,0.08209,"Observed","ColorectalCancer","All","Both"
3.964,0.06863,0.06325,0.07447,"Observed","HeadNeckCancer","All","Both"
3.964,0.19199,0.16184,0.22776,"Observed","LiverCancer","All","Both"
3.964,0.19174,0.18001,0.20423,"Observed","LungCancer","All","Both"
3.964,0.05568,0.05347,0.05798,"Observed","ProstateCancer","All","Both"
3.964,0.12813,0.11493,0.14284,"Observed","StomachCancer","All","Both"
3.967,0.03745,0.03585,0.03911,"Observed","BreastCancer","All","Both"
3.967,0.0783,0.07472,0.08205,"Observed","ColorectalCancer","All","Both"
3.967,0.06859,0.06321,0.07443,"Observed","HeadNeckCancer","All","Both"
3.967,0.19186,0.1617,0.22764,"Observed","LiverCancer","All","Both"
3.967,0.19162,0.17989,0.20411,"Observed","LungCancer","All","Both"
3.967,0.19333,0.16723,0.22351,"Observed","PancreaticCancer","All","Both"
3.967,0.05568,0.05347,0.05799,"Observed","ProstateCancer","All","Both"
3.967,0.128,0.1148,0.14271,"Observed","StomachCancer","All","Both"
3.97,0.03743,0.03584,0.0391,"Observed","BreastCancer","All","Both"
3.97,0.07826,0.07468,0.08201,"Observed","ColorectalCancer","All","Both"
3.97,0.06856,0.06318,0.0744,"Observed","HeadNeckCancer","All","Both"
3.97,0.19172,0.16156,0.22751,"Observed","LiverCancer","All","Both"
3.97,0.1915,0.17977,0.20399,"Observed","LungCancer","All","Both"
3.97,0.05569,0.05348,0.05799,"Observed","ProstateCancer","All","Both"
3.973,0.03742,0.03583,0.03909,"Observed","BreastCancer","All","Both"
3.973,0.07822,0.07464,0.08197,"Observed","ColorectalCancer","All","Both"
3.973,0.06853,0.06315,0.07437,"Observed","HeadNeckCancer","All","Both"
3.973,0.19138,0.17964,0.20388,"Observed","LungCancer","All","Both"
3.973,0.19298,0.16687,0.22317,"Observed","PancreaticCancer","All","Both"
3.973,0.05569,0.05348,0.058,"Observed","ProstateCancer","All","Both"
3.975,0.03741,0.03582,0.03908,"Observed","BreastCancer","All","Both"
3.975,0.07818,0.0746,0.08194,"Observed","ColorectalCancer","All","Both"
3.975,0.0685,0.06312,0.07433,"Observed","HeadNeckCancer","All","Both"
3.975,0.19145,0.16127,0.22727,"Observed","LiverCancer","All","Both"
3.975,0.19126,0.17952,0.20376,"Observed","LungCancer","All","Both"
3.975,0.0557,0.05348,0.058,"Observed","ProstateCancer","All","Both"
3.978,0.0374,0.0358,0.03907,"Observed","BreastCancer","All","Both"
3.978,0.07814,0.07456,0.0819,"Observed","ColorectalCancer","All","Both"
3.978,0.06846,0.06308,0.0743,"Observed","HeadNeckCancer","All","Both"
3.978,0.19114,0.17939,0.20365,"Observed","LungCancer","All","Both"
3.978,0.0557,0.05348,0.05801,"Observed","ProstateCancer","All","Both"
3.981,0.03739,0.03579,0.03906,"Observed","BreastCancer","All","Both"
3.981,0.0781,0.07451,0.08186,"Observed","ColorectalCancer","All","Both"
3.981,0.06843,0.06305,0.07427,"Observed","HeadNeckCancer","All","Both"
3.981,0.19117,0.16098,0.22703,"Observed","LiverCancer","All","Both"
3.981,0.19102,0.17927,0.20354,"Observed","LungCancer","All","Both"
3.981,0.19245,0.16633,0.22267,"Observed","PancreaticCancer","All","Both"
3.981,0.0557,0.05349,0.05801,"Observed","ProstateCancer","All","Both"
3.984,0.03738,0.03578,0.03905,"Observed","BreastCancer","All","Both"
3.984,0.07806,0.07447,0.08183,"Observed","ColorectalCancer","All","Both"
3.984,0.0684,0.06302,0.07424,"Observed","HeadNeckCancer","All","Both"
3.984,0.19104,0.16083,0.22692,"Observed","LiverCancer","All","Both"
3.984,0.1909,0.17914,0.20343,"Observed","LungCancer","All","Both"
3.984,0.05571,0.05349,0.05802,"Observed","ProstateCancer","All","Both"
3.984,0.12725,0.11408,0.14194,"Observed","StomachCancer","All","Both"
3.986,0.03737,0.03577,0.03904,"Observed","BreastCancer","All","Both"
3.986,0.07802,0.07443,0.08179,"Observed","ColorectalCancer","All","Both"
3.986,0.06837,0.06298,0.07421,"Observed","HeadNeckCancer","All","Both"
3.986,0.19078,0.17901,0.20332,"Observed","LungCancer","All","Both"
3.986,0.05571,0.05349,0.05803,"Observed","ProstateCancer","All","Both"
3.986,0.12712,0.11396,0.14181,"Observed","StomachCancer","All","Both"
3.989,0.03736,0.03576,0.03903,"Observed","BreastCancer","All","Both"
3.989,0.07799,0.07439,0.08175,"Observed","ColorectalCancer","All","Both"
3.989,0.06833,0.06295,0.07417,"Observed","HeadNeckCancer","All","Both"
3.989,0.19066,0.17888,0.20321,"Observed","LungCancer","All","Both"
3.989,0.19192,0.16579,0.22217,"Observed","PancreaticCancer","All","Both"
3.989,0.05572,0.05349,0.05803,"Observed","ProstateCancer","All","Both"
3.992,0.03735,0.03574,0.03902,"Observed","BreastCancer","All","Both"
3.992,0.07795,0.07435,0.08172,"Observed","ColorectalCancer","All","Both"
3.992,0.0683,0.06292,0.07414,"Observed","HeadNeckCancer","All","Both"
3.992,0.19063,0.16039,0.22657,"Observed","LiverCancer","All","Both"
3.992,0.19054,0.17875,0.2031,"Observed","LungCancer","All","Both"
3.992,0.05572,0.05349,0.05804,"Observed","ProstateCancer","All","Both"
3.992,0.12688,0.11372,0.14156,"Observed","StomachCancer","All","Both"
3.995,0.03733,0.03573,0.03901,"Observed","BreastCancer","All","Both"
3.995,0.07791,0.07431,0.08168,"Observed","ColorectalCancer","All","Both"
3.995,0.19042,0.17862,0.20299,"Observed","LungCancer","All","Both"
3.995,0.05572,0.0535,0.05805,"Observed","ProstateCancer","All","Both"
3.997,0.03732,0.03572,0.039,"Observed","BreastCancer","All","Both"
3.997,0.07787,0.07426,0.08165,"Observed","ColorectalCancer","All","Both"
3.997,0.06823,0.06285,0.07408,"Observed","HeadNeckCancer","All","Both"
3.997,0.1903,0.17849,0.20289,"Observed","LungCancer","All","Both"
3.997,0.05573,0.0535,0.05805,"Observed","ProstateCancer","All","Both"
3.997,0.12663,0.11347,0.1413,"Observed","StomachCancer","All","Both"
4,0.03731,0.03571,0.03899,"Observed","BreastCancer","All","Both"
4,0.07783,0.07422,0.08162,"Observed","ColorectalCancer","All","Both"
4,0.0682,0.06282,0.07405,"Observed","HeadNeckCancer","All","Both"
4,0.19018,0.17836,0.20278,"Observed","LungCancer","All","Both"
4,0.05573,0.0535,0.05806,"Observed","ProstateCancer","All","Both"
4,0.1265,0.11335,0.14118,"Observed","StomachCancer","All","Both"
4.003,0.0373,0.03569,0.03898,"Observed","BreastCancer","All","Both"
4.003,0.07779,0.07418,0.08158,"Observed","ColorectalCancer","All","Both"
4.003,0.06817,0.06278,0.07402,"Observed","HeadNeckCancer","All","Both"
4.003,0.19009,0.15978,0.22614,"Observed","LiverCancer","All","Both"
4.003,0.19006,0.17823,0.20268,"Observed","LungCancer","All","Both"
4.003,0.19104,0.16487,0.22137,"Observed","PancreaticCancer","All","Both"
4.003,0.05574,0.0535,0.05807,"Observed","ProstateCancer","All","Both"
4.003,0.12638,0.11323,0.14105,"Observed","StomachCancer","All","Both"
4.005,0.03729,0.03568,0.03897,"Observed","BreastCancer","All","Both"
4.005,0.07775,0.07413,0.08155,"Observed","ColorectalCancer","All","Both"
4.005,0.06814,0.06275,0.07399,"Observed","HeadNeckCancer","All","Both"
4.005,0.18994,0.1781,0.20258,"Observed","LungCancer","All","Both"
4.005,0.19087,0.16469,0.22121,"Observed","PancreaticCancer","All","Both"
4.005,0.05574,0.0535,0.05808,"Observed","ProstateCancer","All","Both"
4.005,0.12625,0.11311,0.14093,"Observed","StomachCancer","All","Both"
4.008,0.03728,0.03567,0.03897,"Observed","BreastCancer","All","Both"
4.008,0.07771,0.07409,0.08152,"Observed","ColorectalCancer","All","Both"
4.008,0.0681,0.06272,0.07396,"Observed","HeadNeckCancer","All","Both"
4.008,0.18982,0.17796,0.20247,"Observed","LungCancer","All","Both"
4.008,0.19069,0.16451,0.22105,"Observed","PancreaticCancer","All","Both"
4.008,0.05574,0.0535,0.05808,"Observed","ProstateCancer","All","Both"
4.008,0.12613,0.11299,0.1408,"Observed","StomachCancer","All","Both"
4.011,0.03727,0.03565,0.03896,"Observed","BreastCancer","All","Both"
4.011,0.07768,0.07404,0.08148,"Observed","ColorectalCancer","All","Both"
4.011,0.06807,0.06268,0.07393,"Observed","HeadNeckCancer","All","Both"
4.011,0.18968,0.15932,0.22583,"Observed","LiverCancer","All","Both"
4.011,0.1897,0.17783,0.20237,"Observed","LungCancer","All","Both"
4.011,0.19052,0.16432,0.22089,"Observed","PancreaticCancer","All","Both"
4.011,0.05575,0.0535,0.05809,"Observed","ProstateCancer","All","Both"
4.011,0.12601,0.11287,0.14068,"Observed","StomachCancer","All","Both"
4.014,0.03726,0.03564,0.03895,"Observed","BreastCancer","All","Both"
4.014,0.07764,0.074,0.08145,"Observed","ColorectalCancer","All","Both"
4.014,0.06804,0.06265,0.07389,"Observed","HeadNeckCancer","All","Both"
4.014,0.19035,0.16414,0.22074,"Observed","PancreaticCancer","All","Both"
4.014,0.05575,0.0535,0.0581,"Observed","ProstateCancer","All","Both"
4.014,0.12588,0.11275,0.14055,"Observed","StomachCancer","All","Both"
4.016,0.03725,0.03563,0.03894,"Observed","BreastCancer","All","Both"
4.016,0.0776,0.07396,0.08142,"Observed","ColorectalCancer","All","Both"
4.016,0.18947,0.17755,0.20218,"Observed","LungCancer","All","Both"
4.016,0.05576,0.0535,0.05811,"Observed","ProstateCancer","All","Both"
4.016,0.12576,0.11262,0.14043,"Observed","StomachCancer","All","Both"
4.019,0.03724,0.03561,0.03893,"Observed","BreastCancer","All","Both"
4.019,0.07756,0.07391,0.08139,"Observed","ColorectalCancer","All","Both"
4.019,0.06797,0.06258,0.07384,"Observed","HeadNeckCancer","All","Both"
4.019,0.18928,0.15885,0.22553,"Observed","LiverCancer","All","Both"
4.019,0.18935,0.17742,0.20208,"Observed","LungCancer","All","Both"
4.019,0.05576,0.0535,0.05812,"Observed","ProstateCancer","All","Both"
4.022,0.03722,0.0356,0.03893,"Observed","BreastCancer","All","Both"
4.022,0.07752,0.07386,0.08136,"Observed","ColorectalCancer","All","Both"
4.022,0.18923,0.17728,0.20198,"Observed","LungCancer","All","Both"
4.022,0.05576,0.0535,0.05813,"Observed","ProstateCancer","All","Both"
4.025,0.03721,0.03558,0.03892,"Observed","BreastCancer","All","Both"
4.025,0.07748,0.07382,0.08133,"Observed","ColorectalCancer","All","Both"
4.025,0.06791,0.06251,0.07378,"Observed","HeadNeckCancer","All","Both"
4.025,0.18911,0.17714,0.20189,"Observed","LungCancer","All","Both"
4.025,0.18965,0.1634,0.22012,"Observed","PancreaticCancer","All","Both"
4.025,0.05577,0.0535,0.05814,"Observed","ProstateCancer","All","Both"
4.027,0.0372,0.03557,0.03891,"Observed","BreastCancer","All","Both"
4.027,0.07744,0.07377,0.0813,"Observed","ColorectalCancer","All","Both"
4.027,0.06788,0.06247,0.07375,"Observed","HeadNeckCancer","All","Both"
4.027,0.18899,0.177,0.20179,"Observed","LungCancer","All","Both"
4.027,0.05577,0.05349,0.05815,"Observed","ProstateCancer","All","Both"
4.027,0.12527,0.11214,0.13994,"Observed","StomachCancer","All","Both"
4.03,0.03719,0.03555,0.0389,"Observed","BreastCancer","All","Both"
4.03,0.0774,0.07373,0.08127,"Observed","ColorectalCancer","All","Both"
4.03,0.06784,0.06244,0.07372,"Observed","HeadNeckCancer","All","Both"
4.03,0.18874,0.15822,0.22515,"Observed","LiverCancer","All","Both"
4.03,0.18887,0.17686,0.2017,"Observed","LungCancer","All","Both"
4.03,0.05578,0.05349,0.05816,"Observed","ProstateCancer","All","Both"
4.033,0.03718,0.03554,0.0389,"Observed","BreastCancer","All","Both"
4.033,0.07737,0.07368,0.08124,"Observed","ColorectalCancer","All","Both"
4.033,0.1886,0.15806,0.22505,"Observed","LiverCancer","All","Both"
4.033,0.18875,0.17672,0.20161,"Observed","LungCancer","All","Both"
4.033,0.05578,0.05349,0.05817,"Observed","ProstateCancer","All","Both"
4.036,0.03717,0.03553,0.03889,"Observed","BreastCancer","All","Both"
4.036,0.07733,0.07363,0.08121,"Observed","ColorectalCancer","All","Both"
4.036,0.18863,0.17658,0.20152,"Observed","LungCancer","All","Both"
4.036,0.05578,0.05349,0.05818,"Observed","ProstateCancer","All","Both"
4.038,0.03716,0.03551,0.03888,"Observed","BreastCancer","All","Both"
4.038,0.07729,0.07358,0.08118,"Observed","ColorectalCancer","All","Both"
4.038,0.06775,0.06233,0.07363,"Observed","HeadNeckCancer","All","Both"
4.038,0.18852,0.17643,0.20143,"Observed","LungCancer","All","Both"
4.038,0.05579,0.05349,0.05819,"Observed","ProstateCancer","All","Both"
4.038,0.12478,0.11165,0.13945,"Observed","StomachCancer","All","Both"
4.041,0.03715,0.0355,0.03888,"Observed","BreastCancer","All","Both"
4.041,0.07725,0.07354,0.08115,"Observed","ColorectalCancer","All","Both"
4.041,0.06771,0.06229,0.0736,"Observed","HeadNeckCancer","All","Both"
4.041,0.1882,0.15757,0.22478,"Observed","LiverCancer","All","Both"
4.041,0.1884,0.17629,0.20134,"Observed","LungCancer","All","Both"
4.041,0.05579,0.05348,0.0582,"Observed","ProstateCancer","All","Both"
4.044,0.03714,0.03548,0.03887,"Observed","BreastCancer","All","Both"
4.044,0.07721,0.07349,0.08113,"Observed","ColorectalCancer","All","Both"
4.044,0.06768,0.06226,0.07358,"Observed","HeadNeckCancer","All","Both"
4.044,0.18807,0.15741,0.2247,"Observed","LiverCancer","All","Both"
4.044,0.18828,0.17615,0.20125,"Observed","LungCancer","All","Both"
4.044,0.18844,0.16209,0.21907,"Observed","PancreaticCancer","All","Both"
4.044,0.0558,0.05348,0.05821,"Observed","ProstateCancer","All","Both"
4.047,0.03713,0.03547,0.03886,"Observed","BreastCancer","All","Both"
4.047,0.07717,0.07344,0.0811,"Observed","ColorectalCancer","All","Both"
4.047,0.06765,0.06222,0.07355,"Observed","HeadNeckCancer","All","Both"
4.047,0.18793,0.15724,0.22461,"Observed","LiverCancer","All","Both"
4.047,0.18816,0.176,0.20116,"Observed","LungCancer","All","Both"
4.047,0.0558,0.05348,0.05822,"Observed","ProstateCancer","All","Both"
4.049,0.03711,0.03545,0.03886,"Observed","BreastCancer","All","Both"
4.049,0.07714,0.07339,0.08107,"Observed","ColorectalCancer","All","Both"
4.049,0.06762,0.06219,0.07352,"Observed","HeadNeckCancer","All","Both"
4.049,0.1878,0.15708,0.22453,"Observed","LiverCancer","All","Both"
4.049,0.18804,0.17586,0.20108,"Observed","LungCancer","All","Both"
4.049,0.0558,0.05348,0.05823,"Observed","ProstateCancer","All","Both"
4.052,0.0371,0.03543,0.03885,"Observed","BreastCancer","All","Both"
4.052,0.0771,0.07334,0.08104,"Observed","ColorectalCancer","All","Both"
4.052,0.06758,0.06215,0.07349,"Observed","HeadNeckCancer","All","Both"
4.052,0.18793,0.17571,0.20099,"Observed","LungCancer","All","Both"
4.052,0.05581,0.05347,0.05824,"Observed","ProstateCancer","All","Both"
4.055,0.03709,0.03542,0.03885,"Observed","BreastCancer","All","Both"
4.055,0.07706,0.07329,0.08102,"Observed","ColorectalCancer","All","Both"
4.055,0.06755,0.06211,0.07347,"Observed","HeadNeckCancer","All","Both"
4.055,0.18753,0.15675,0.22436,"Observed","LiverCancer","All","Both"
4.055,0.18781,0.17556,0.20091,"Observed","LungCancer","All","Both"
4.055,0.18775,0.16133,0.21849,"Observed","PancreaticCancer","All","Both"
4.055,0.05581,0.05347,0.05825,"Observed","ProstateCancer","All","Both"
4.058,0.03708,0.0354,0.03884,"Observed","BreastCancer","All","Both"
4.058,0.07702,0.07324,0.08099,"Observed","ColorectalCancer","All","Both"
4.058,0.06752,0.06208,0.07344,"Observed","HeadNeckCancer","All","Both"
4.058,0.1874,0.15658,0.22428,"Observed","LiverCancer","All","Both"
4.058,0.18769,0.17542,0.20082,"Observed","LungCancer","All","Both"
4.058,0.18758,0.16114,0.21835,"Observed","PancreaticCancer","All","Both"
4.058,0.05582,0.05347,0.05827,"Observed","ProstateCancer","All","Both"
4.058,0.12392,0.1108,0.13861,"Observed","StomachCancer","All","Both"
4.06,0.03707,0.03539,0.03884,"Observed","BreastCancer","All","Both"
4.06,0.07698,0.07319,0.08097,"Observed","ColorectalCancer","All","Both"
4.06,0.06749,0.06204,0.07341,"Observed","HeadNeckCancer","All","Both"
4.06,0.18757,0.17527,0.20074,"Observed","LungCancer","All","Both"
4.06,0.18741,0.16095,0.21821,"Observed","PancreaticCancer","All","Both"
4.06,0.05582,0.05346,0.05828,"Observed","ProstateCancer","All","Both"
4.06,0.1238,0.11068,0.13849,"Observed","StomachCancer","All","Both"
4.063,0.03706,0.03537,0.03883,"Observed","BreastCancer","All","Both"
4.063,0.07694,0.07314,0.08094,"Observed","ColorectalCancer","All","Both"
4.063,0.06745,0.062,0.07339,"Observed","HeadNeckCancer","All","Both"
4.063,0.18745,0.17512,0.20066,"Observed","LungCancer","All","Both"
4.063,0.18723,0.16076,0.21806,"Observed","PancreaticCancer","All","Both"
4.063,0.05582,0.05346,0.05829,"Observed","ProstateCancer","All","Both"
4.066,0.03705,0.03535,0.03882,"Observed","BreastCancer","All","Both"
4.066,0.07691,0.07309,0.08091,"Observed","ColorectalCancer","All","Both"
4.066,0.06742,0.06197,0.07336,"Observed","HeadNeckCancer","All","Both"
4.066,0.18734,0.17497,0.20058,"Observed","LungCancer","All","Both"
4.066,0.18706,0.16057,0.21792,"Observed","PancreaticCancer","All","Both"
4.066,0.05583,0.05345,0.0583,"Observed","ProstateCancer","All","Both"
4.068,0.03704,0.03534,0.03882,"Observed","BreastCancer","All","Both"
4.068,0.07687,0.07304,0.08089,"Observed","ColorectalCancer","All","Both"
4.068,0.06739,0.06193,0.07333,"Observed","HeadNeckCancer","All","Both"
4.068,0.18722,0.17482,0.2005,"Observed","LungCancer","All","Both"
4.068,0.05583,0.05345,0.05832,"Observed","ProstateCancer","All","Both"
4.071,0.03703,0.03532,0.03881,"Observed","BreastCancer","All","Both"
4.071,0.07683,0.07299,0.08087,"Observed","ColorectalCancer","All","Both"
4.071,0.06736,0.06189,0.07331,"Observed","HeadNeckCancer","All","Both"
4.071,0.1871,0.17467,0.20042,"Observed","LungCancer","All","Both"
4.071,0.05583,0.05345,0.05833,"Observed","ProstateCancer","All","Both"
4.071,0.12332,0.11019,0.13801,"Observed","StomachCancer","All","Both"
4.074,0.03702,0.03531,0.03881,"Observed","BreastCancer","All","Both"
4.074,0.07679,0.07294,0.08084,"Observed","ColorectalCancer","All","Both"
4.074,0.06733,0.06185,0.07328,"Observed","HeadNeckCancer","All","Both"
4.074,0.18698,0.17452,0.20034,"Observed","LungCancer","All","Both"
4.074,0.18655,0.16,0.2175,"Observed","PancreaticCancer","All","Both"
4.074,0.05584,0.05344,0.05834,"Observed","ProstateCancer","All","Both"
4.074,0.1232,0.11007,0.1379,"Observed","StomachCancer","All","Both"
4.077,0.03701,0.03529,0.03881,"Observed","BreastCancer","All","Both"
4.077,0.07675,0.07289,0.08082,"Observed","ColorectalCancer","All","Both"
4.077,0.06729,0.06182,0.07325,"Observed","HeadNeckCancer","All","Both"
4.077,0.18687,0.17437,0.20026,"Observed","LungCancer","All","Both"
4.077,0.05584,0.05344,0.05836,"Observed","ProstateCancer","All","Both"
4.079,0.03699,0.03527,0.0388,"Observed","BreastCancer","All","Both"
4.079,0.07671,0.07284,0.08079,"Observed","ColorectalCancer","All","Both"
4.079,0.06726,0.06178,0.07323,"Observed","HeadNeckCancer","All","Both"
4.079,0.18633,0.15522,0.22368,"Observed","LiverCancer","All","Both"
4.079,0.18675,0.17422,0.20019,"Observed","LungCancer","All","Both"
4.079,0.05585,0.05343,0.05837,"Observed","ProstateCancer","All","Both"
4.079,0.12296,0.10982,0.13766,"Observed","StomachCancer","All","Both"
4.082,0.03698,0.03526,0.0388,"Observed","BreastCancer","All","Both"
4.082,0.07668,0.07279,0.08077,"Observed","ColorectalCancer","All","Both"
4.082,0.06723,0.06174,0.0732,"Observed","HeadNeckCancer","All","Both"
4.082,0.1862,0.15505,0.22361,"Observed","LiverCancer","All","Both"
4.082,0.18663,0.17406,0.20011,"Observed","LungCancer","All","Both"
4.082,0.18604,0.15943,0.21709,"Observed","PancreaticCancer","All","Both"
4.082,0.05585,0.05343,0.05838,"Observed","ProstateCancer","All","Both"
4.082,0.12284,0.1097,0.13755,"Observed","StomachCancer","All","Both"
4.085,0.03697,0.03524,0.03879,"Observed","BreastCancer","All","Both"
4.085,0.07664,0.07274,0.08075,"Observed","ColorectalCancer","All","Both"
4.085,0.0672,0.0617,0.07318,"Observed","HeadNeckCancer","All","Both"
4.085,0.18652,0.17391,0.20003,"Observed","LungCancer","All","Both"
4.085,0.05585,0.05342,0.0584,"Observed","ProstateCancer","All","Both"
4.085,0.12272,0.10958,0.13743,"Observed","StomachCancer","All","Both"
4.088,0.03696,0.03522,0.03879,"Observed","BreastCancer","All","Both"
4.088,0.0766,0.07268,0.08073,"Observed","ColorectalCancer","All","Both"
4.088,0.06716,0.06167,0.07315,"Observed","HeadNeckCancer","All","Both"
4.088,0.18593,0.15471,0.22347,"Observed","LiverCancer","All","Both"
4.088,0.1864,0.17376,0.19996,"Observed","LungCancer","All","Both"
4.088,0.1857,0.15904,0.21682,"Observed","PancreaticCancer","All","Both"
4.088,0.05586,0.05342,0.05841,"Observed","ProstateCancer","All","Both"
4.088,0.1226,0.10945,0.13731,"Observed","StomachCancer","All","Both"
4.09,0.03695,0.0352,0.03878,"Observed","BreastCancer","All","Both"
4.09,0.07656,0.07263,0.0807,"Observed","ColorectalCancer","All","Both"
4.09,0.06713,0.06163,0.07313,"Observed","HeadNeckCancer","All","Both"
4.09,0.1858,0.15453,0.2234,"Observed","LiverCancer","All","Both"
4.09,0.18628,0.1736,0.19989,"Observed","LungCancer","All","Both"
4.09,0.18553,0.15885,0.21668,"Observed","PancreaticCancer","All","Both"
4.09,0.05586,0.05341,0.05843,"Observed","ProstateCancer","All","Both"
4.093,0.03694,0.03519,0.03878,"Observed","BreastCancer","All","Both"
4.093,0.07652,0.07258,0.08068,"Observed","ColorectalCancer","All","Both"
4.093,0.0671,0.06159,0.0731,"Observed","HeadNeckCancer","All","Both"
4.093,0.18617,0.17345,0.19981,"Observed","LungCancer","All","Both"
4.093,0.05587,0.0534,0.05844,"Observed","ProstateCancer","All","Both"
4.096,0.03693,0.03517,0.03878,"Observed","BreastCancer","All","Both"
4.096,0.07648,0.07253,0.08066,"Observed","ColorectalCancer","All","Both"
4.096,0.06707,0.06155,0.07308,"Observed","HeadNeckCancer","All","Both"
4.096,0.18605,0.17329,0.19974,"Observed","LungCancer","All","Both"
4.096,0.05587,0.0534,0.05846,"Observed","ProstateCancer","All","Both"
4.099,0.03692,0.03515,0.03877,"Observed","BreastCancer","All","Both"
4.099,0.07645,0.07247,0.08064,"Observed","ColorectalCancer","All","Both"
4.099,0.06704,0.06151,0.07305,"Observed","HeadNeckCancer","All","Both"
4.099,0.18593,0.17314,0.19967,"Observed","LungCancer","All","Both"
4.099,0.18502,0.15827,0.21628,"Observed","PancreaticCancer","All","Both"
4.099,0.05587,0.05339,0.05847,"Observed","ProstateCancer","All","Both"
4.101,0.03691,0.03513,0.03877,"Observed","BreastCancer","All","Both"
4.101,0.07641,0.07242,0.08062,"Observed","ColorectalCancer","All","Both"
4.101,0.067,0.06148,0.07303,"Observed","HeadNeckCancer","All","Both"
4.101,0.18582,0.17298,0.1996,"Observed","LungCancer","All","Both"
4.101,0.18485,0.15808,0.21615,"Observed","PancreaticCancer","All","Both"
4.101,0.05588,0.05339,0.05849,"Observed","ProstateCancer","All","Both"
4.101,0.122,0.10884,0.13674,"Observed","StomachCancer","All","Both"
4.104,0.0369,0.03512,0.03877,"Observed","BreastCancer","All","Both"
4.104,0.07637,0.07237,0.0806,"Observed","ColorectalCancer","All","Both"
4.104,0.06697,0.06144,0.073,"Observed","HeadNeckCancer","All","Both"
4.104,0.1857,0.17282,0.19953,"Observed","LungCancer","All","Both"
4.104,0.05588,0.05338,0.0585,"Observed","ProstateCancer","All","Both"
4.104,0.12188,0.10872,0.13662,"Observed","StomachCancer","All","Both"
4.107,0.03689,0.0351,0.03876,"Observed","BreastCancer","All","Both"
4.107,0.07633,0.07231,0.08057,"Observed","ColorectalCancer","All","Both"
4.107,0.06694,0.0614,0.07298,"Observed","HeadNeckCancer","All","Both"
4.107,0.18558,0.17267,0.19946,"Observed","LungCancer","All","Both"
4.107,0.05589,0.05337,0.05852,"Observed","ProstateCancer","All","Both"
4.11,0.03687,0.03508,0.03876,"Observed","BreastCancer","All","Both"
4.11,0.07629,0.07226,0.08055,"Observed","ColorectalCancer","All","Both"
4.11,0.06691,0.06136,0.07296,"Observed","HeadNeckCancer","All","Both"
4.11,0.18547,0.17251,0.1994,"Observed","LungCancer","All","Both"
4.11,0.05589,0.05337,0.05853,"Observed","ProstateCancer","All","Both"
4.112,0.03686,0.03506,0.03876,"Observed","BreastCancer","All","Both"
