Cancer,Method,Stratification,Adjustment,Sex,Age,Database,rate,shape,scale,meanlog,sdlog,mu,sigma,Q,gamma0,gamma1,gamma2,SplineLowerB,SplineInternal1,SplineUpperB,gamma3,gamma4,SplineInternal2,SplineInternal3,sexMale,age_gr18 to 39,age_gr40 to 49,age_gr50 to 59,age_gr60 to 69,age_gr80 +
Pancreatic,Gompertz,None,Age,Both,70 to 79,CPRD_GOLD,0.6272220030186768,-0.5402368841769621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0444466200766624,-0.5728743448707679,-0.3061079768474952,-0.14902819028103617,0.3154008635743739
Pancreatic,Gompertz,None,Age,Both,18 to 39,CPRD_GOLD,0.6272220030186768,-0.5402368841769621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0444466200766624,-0.5728743448707679,-0.3061079768474952,-0.14902819028103617,0.3154008635743739
Pancreatic,Gompertz,None,Age,Both,40 to 49,CPRD_GOLD,0.6272220030186768,-0.5402368841769621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0444466200766624,-0.5728743448707679,-0.3061079768474952,-0.14902819028103617,0.3154008635743739
Pancreatic,Gompertz,None,Age,Both,50 to 59,CPRD_GOLD,0.6272220030186768,-0.5402368841769621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0444466200766624,-0.5728743448707679,-0.3061079768474952,-0.14902819028103617,0.3154008635743739
Pancreatic,Gompertz,None,Age,Both,60 to 69,CPRD_GOLD,0.6272220030186768,-0.5402368841769621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0444466200766624,-0.5728743448707679,-0.3061079768474952,-0.14902819028103617,0.3154008635743739
Pancreatic,Gompertz,None,Age,Both,80 +,CPRD_GOLD,0.6272220030186768,-0.5402368841769621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0444466200766624,-0.5728743448707679,-0.3061079768474952,-0.14902819028103617,0.3154008635743739
Pancreatic,WeibullPH,None,Age,Both,70 to 79,CPRD_GOLD,NA,-0.34131029661036455,0.19520120884822995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2140786924847653,-0.6415848605799802,-0.3414668527916209,-0.1584906597787239,0.3190794262216503
Pancreatic,WeibullPH,None,Age,Both,18 to 39,CPRD_GOLD,NA,-0.34131029661036455,0.19520120884822995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2140786924847653,-0.6415848605799802,-0.3414668527916209,-0.1584906597787239,0.3190794262216503
Pancreatic,WeibullPH,None,Age,Both,40 to 49,CPRD_GOLD,NA,-0.34131029661036455,0.19520120884822995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2140786924847653,-0.6415848605799802,-0.3414668527916209,-0.1584906597787239,0.3190794262216503
Pancreatic,WeibullPH,None,Age,Both,50 to 59,CPRD_GOLD,NA,-0.34131029661036455,0.19520120884822995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2140786924847653,-0.6415848605799802,-0.3414668527916209,-0.1584906597787239,0.3190794262216503
Pancreatic,WeibullPH,None,Age,Both,60 to 69,CPRD_GOLD,NA,-0.34131029661036455,0.19520120884822995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2140786924847653,-0.6415848605799802,-0.3414668527916209,-0.1584906597787239,0.3190794262216503
Pancreatic,WeibullPH,None,Age,Both,80 +,CPRD_GOLD,NA,-0.34131029661036455,0.19520120884822995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2140786924847653,-0.6415848605799802,-0.3414668527916209,-0.1584906597787239,0.3190794262216503
Pancreatic,Exponential,None,Age,Both,70 to 79,CPRD_GOLD,0.07860525317079761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5146522569926477,-0.8243954884777942,-0.4537789543123532,-0.20840332749327772,0.4273173921053258
Pancreatic,Exponential,None,Age,Both,18 to 39,CPRD_GOLD,0.07860525317079761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5146522569926477,-0.8243954884777942,-0.4537789543123532,-0.20840332749327772,0.4273173921053258
Pancreatic,Exponential,None,Age,Both,40 to 49,CPRD_GOLD,0.07860525317079761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5146522569926477,-0.8243954884777942,-0.4537789543123532,-0.20840332749327772,0.4273173921053258
Pancreatic,Exponential,None,Age,Both,50 to 59,CPRD_GOLD,0.07860525317079761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5146522569926477,-0.8243954884777942,-0.4537789543123532,-0.20840332749327772,0.4273173921053258
Pancreatic,Exponential,None,Age,Both,60 to 69,CPRD_GOLD,0.07860525317079761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5146522569926477,-0.8243954884777942,-0.4537789543123532,-0.20840332749327772,0.4273173921053258
Pancreatic,Exponential,None,Age,Both,80 +,CPRD_GOLD,0.07860525317079761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5146522569926477,-0.8243954884777942,-0.4537789543123532,-0.20840332749327772,0.4273173921053258
Pancreatic,Log-logistic,None,Age,Both,70 to 79,CPRD_GOLD,NA,0.17026044237701327,-0.9823727354716346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18583780694702,0.8328947861848682,0.4328872376430901,0.24094156303430542,-0.48129552599132763
Pancreatic,Log-logistic,None,Age,Both,18 to 39,CPRD_GOLD,NA,0.17026044237701327,-0.9823727354716346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18583780694702,0.8328947861848682,0.4328872376430901,0.24094156303430542,-0.48129552599132763
Pancreatic,Log-logistic,None,Age,Both,40 to 49,CPRD_GOLD,NA,0.17026044237701327,-0.9823727354716346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18583780694702,0.8328947861848682,0.4328872376430901,0.24094156303430542,-0.48129552599132763
Pancreatic,Log-logistic,None,Age,Both,50 to 59,CPRD_GOLD,NA,0.17026044237701327,-0.9823727354716346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18583780694702,0.8328947861848682,0.4328872376430901,0.24094156303430542,-0.48129552599132763
Pancreatic,Log-logistic,None,Age,Both,60 to 69,CPRD_GOLD,NA,0.17026044237701327,-0.9823727354716346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18583780694702,0.8328947861848682,0.4328872376430901,0.24094156303430542,-0.48129552599132763
Pancreatic,Log-logistic,None,Age,Both,80 +,CPRD_GOLD,NA,0.17026044237701327,-0.9823727354716346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18583780694702,0.8328947861848682,0.4328872376430901,0.24094156303430542,-0.48129552599132763
Pancreatic,Log-normal,None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,-0.9673171714804093,0.3934005371487827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096979547131529,0.8647383672776354,0.4381141680895541,0.23648917969709501,-0.4765220279299564
Pancreatic,Log-normal,None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,-0.9673171714804093,0.3934005371487827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096979547131529,0.8647383672776354,0.4381141680895541,0.23648917969709501,-0.4765220279299564
Pancreatic,Log-normal,None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,-0.9673171714804093,0.3934005371487827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096979547131529,0.8647383672776354,0.4381141680895541,0.23648917969709501,-0.4765220279299564
Pancreatic,Log-normal,None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,-0.9673171714804093,0.3934005371487827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096979547131529,0.8647383672776354,0.4381141680895541,0.23648917969709501,-0.4765220279299564
Pancreatic,Log-normal,None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,-0.9673171714804093,0.3934005371487827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096979547131529,0.8647383672776354,0.4381141680895541,0.23648917969709501,-0.4765220279299564
Pancreatic,Log-normal,None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,-0.9673171714804093,0.3934005371487827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096979547131529,0.8647383672776354,0.4381141680895541,0.23648917969709501,-0.4765220279299564
Pancreatic,Generalised Gamma,None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0423310212056627,0.39772197262214676,-0.10957851987994761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0087090486946744,0.8555806072779424,0.43184713282246134,0.2371251914501387,-0.4786246213868055
Pancreatic,Generalised Gamma,None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0423310212056627,0.39772197262214676,-0.10957851987994761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0087090486946744,0.8555806072779424,0.43184713282246134,0.2371251914501387,-0.4786246213868055
Pancreatic,Generalised Gamma,None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0423310212056627,0.39772197262214676,-0.10957851987994761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0087090486946744,0.8555806072779424,0.43184713282246134,0.2371251914501387,-0.4786246213868055
Pancreatic,Generalised Gamma,None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0423310212056627,0.39772197262214676,-0.10957851987994761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0087090486946744,0.8555806072779424,0.43184713282246134,0.2371251914501387,-0.4786246213868055
Pancreatic,Generalised Gamma,None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0423310212056627,0.39772197262214676,-0.10957851987994761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0087090486946744,0.8555806072779424,0.43184713282246134,0.2371251914501387,-0.4786246213868055
Pancreatic,Generalised Gamma,None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0423310212056627,0.39772197262214676,-0.10957851987994761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0087090486946744,0.8555806072779424,0.43184713282246134,0.2371251914501387,-0.4786246213868055
Pancreatic,Spline (1 knot),None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.390846422843636,1.549419592480782,0.02229100851820667,-5.8998973535824915,-1.1903671522701573,2.7265089228070623,NA,NA,NA,NA,NA,-1.0137126354304085,-0.5526360158330025,-0.2932885843891182,-0.14384789041966092,0.3085272322467883
Pancreatic,Spline (1 knot),None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.390846422843636,1.549419592480782,0.02229100851820667,-5.8998973535824915,-1.1903671522701573,2.7265089228070623,NA,NA,NA,NA,NA,-1.0137126354304085,-0.5526360158330025,-0.2932885843891182,-0.14384789041966092,0.3085272322467883
Pancreatic,Spline (1 knot),None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.390846422843636,1.549419592480782,0.02229100851820667,-5.8998973535824915,-1.1903671522701573,2.7265089228070623,NA,NA,NA,NA,NA,-1.0137126354304085,-0.5526360158330025,-0.2932885843891182,-0.14384789041966092,0.3085272322467883
Pancreatic,Spline (1 knot),None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.390846422843636,1.549419592480782,0.02229100851820667,-5.8998973535824915,-1.1903671522701573,2.7265089228070623,NA,NA,NA,NA,NA,-1.0137126354304085,-0.5526360158330025,-0.2932885843891182,-0.14384789041966092,0.3085272322467883
Pancreatic,Spline (1 knot),None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.390846422843636,1.549419592480782,0.02229100851820667,-5.8998973535824915,-1.1903671522701573,2.7265089228070623,NA,NA,NA,NA,NA,-1.0137126354304085,-0.5526360158330025,-0.2932885843891182,-0.14384789041966092,0.3085272322467883
Pancreatic,Spline (1 knot),None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.390846422843636,1.549419592480782,0.02229100851820667,-5.8998973535824915,-1.1903671522701573,2.7265089228070623,NA,NA,NA,NA,NA,-1.0137126354304085,-0.5526360158330025,-0.2932885843891182,-0.14384789041966092,0.3085272322467883
Pancreatic,Spline (3 knots),None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.839334959161852,1.654870201890091,0.054966883625081044,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.0784934001369458,0.05349995229010326,-1.1903671522701573,-0.29409528728649414,NA,-1.0085984745439074,-0.5506462611394488,-0.2930874329705459,-0.1437516920134856,0.308642258425347
Pancreatic,Spline (3 knots),None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.839334959161852,1.654870201890091,0.054966883625081044,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.0784934001369458,0.05349995229010326,-1.1903671522701573,-0.29409528728649414,NA,-1.0085984745439074,-0.5506462611394488,-0.2930874329705459,-0.1437516920134856,0.308642258425347
Pancreatic,Spline (3 knots),None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.839334959161852,1.654870201890091,0.054966883625081044,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.0784934001369458,0.05349995229010326,-1.1903671522701573,-0.29409528728649414,NA,-1.0085984745439074,-0.5506462611394488,-0.2930874329705459,-0.1437516920134856,0.308642258425347
Pancreatic,Spline (3 knots),None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.839334959161852,1.654870201890091,0.054966883625081044,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.0784934001369458,0.05349995229010326,-1.1903671522701573,-0.29409528728649414,NA,-1.0085984745439074,-0.5506462611394488,-0.2930874329705459,-0.1437516920134856,0.308642258425347
Pancreatic,Spline (3 knots),None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.839334959161852,1.654870201890091,0.054966883625081044,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.0784934001369458,0.05349995229010326,-1.1903671522701573,-0.29409528728649414,NA,-1.0085984745439074,-0.5506462611394488,-0.2930874329705459,-0.1437516920134856,0.308642258425347
Pancreatic,Spline (3 knots),None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.839334959161852,1.654870201890091,0.054966883625081044,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.0784934001369458,0.05349995229010326,-1.1903671522701573,-0.29409528728649414,NA,-1.0085984745439074,-0.5506462611394488,-0.2930874329705459,-0.1437516920134856,0.308642258425347
Prostate,Gompertz,None,Age,Male,70 to 79,CPRD_GOLD,-2.804572989872782,0.03316184530670179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04646312586851,-1.4011039743859777,-1.2994790182861231,-0.7645973451375178,0.9503923510385974
Prostate,Gompertz,None,Age,Male,18 to 39,CPRD_GOLD,-2.804572989872782,0.03316184530670179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04646312586851,-1.4011039743859777,-1.2994790182861231,-0.7645973451375178,0.9503923510385974
Prostate,Gompertz,None,Age,Male,40 to 49,CPRD_GOLD,-2.804572989872782,0.03316184530670179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04646312586851,-1.4011039743859777,-1.2994790182861231,-0.7645973451375178,0.9503923510385974
Prostate,Gompertz,None,Age,Male,50 to 59,CPRD_GOLD,-2.804572989872782,0.03316184530670179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04646312586851,-1.4011039743859777,-1.2994790182861231,-0.7645973451375178,0.9503923510385974
Prostate,Gompertz,None,Age,Male,60 to 69,CPRD_GOLD,-2.804572989872782,0.03316184530670179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04646312586851,-1.4011039743859777,-1.2994790182861231,-0.7645973451375178,0.9503923510385974
Prostate,Gompertz,None,Age,Male,80 +,CPRD_GOLD,-2.804572989872782,0.03316184530670179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04646312586851,-1.4011039743859777,-1.2994790182861231,-0.7645973451375178,0.9503923510385974
Prostate,WeibullPH,None,Age,Male,70 to 79,CPRD_GOLD,NA,0.058382010792400796,-2.7834448539276027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0079769470476667,-1.395582636657905,-1.2860635657251116,-0.7556246302962822,0.9340283031930432
Prostate,WeibullPH,None,Age,Male,18 to 39,CPRD_GOLD,NA,0.058382010792400796,-2.7834448539276027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0079769470476667,-1.395582636657905,-1.2860635657251116,-0.7556246302962822,0.9340283031930432
Prostate,WeibullPH,None,Age,Male,40 to 49,CPRD_GOLD,NA,0.058382010792400796,-2.7834448539276027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0079769470476667,-1.395582636657905,-1.2860635657251116,-0.7556246302962822,0.9340283031930432
Prostate,WeibullPH,None,Age,Male,50 to 59,CPRD_GOLD,NA,0.058382010792400796,-2.7834448539276027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0079769470476667,-1.395582636657905,-1.2860635657251116,-0.7556246302962822,0.9340283031930432
Prostate,WeibullPH,None,Age,Male,60 to 69,CPRD_GOLD,NA,0.058382010792400796,-2.7834448539276027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0079769470476667,-1.395582636657905,-1.2860635657251116,-0.7556246302962822,0.9340283031930432
Prostate,WeibullPH,None,Age,Male,80 +,CPRD_GOLD,NA,0.058382010792400796,-2.7834448539276027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0079769470476667,-1.395582636657905,-1.2860635657251116,-0.7556246302962822,0.9340283031930432
Prostate,Exponential,None,Age,Male,70 to 79,CPRD_GOLD,-2.6696853803820235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.983178479543517,-1.3895760171761136,-1.2761168848955016,-0.7481168342046103,0.9131830223113923
Prostate,Exponential,None,Age,Male,18 to 39,CPRD_GOLD,-2.6696853803820235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.983178479543517,-1.3895760171761136,-1.2761168848955016,-0.7481168342046103,0.9131830223113923
Prostate,Exponential,None,Age,Male,40 to 49,CPRD_GOLD,-2.6696853803820235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.983178479543517,-1.3895760171761136,-1.2761168848955016,-0.7481168342046103,0.9131830223113923
Prostate,Exponential,None,Age,Male,50 to 59,CPRD_GOLD,-2.6696853803820235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.983178479543517,-1.3895760171761136,-1.2761168848955016,-0.7481168342046103,0.9131830223113923
Prostate,Exponential,None,Age,Male,60 to 69,CPRD_GOLD,-2.6696853803820235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.983178479543517,-1.3895760171761136,-1.2761168848955016,-0.7481168342046103,0.9131830223113923
Prostate,Exponential,None,Age,Male,80 +,CPRD_GOLD,-2.6696853803820235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.983178479543517,-1.3895760171761136,-1.2761168848955016,-0.7481168342046103,0.9131830223113923
Prostate,Log-logistic,None,Age,Male,70 to 79,CPRD_GOLD,NA,0.2027420155580552,2.3237837405090938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888046340450983,1.271806821573029,1.1886196213003626,0.7147693108389443,-0.9645650645774857
Prostate,Log-logistic,None,Age,Male,18 to 39,CPRD_GOLD,NA,0.2027420155580552,2.3237837405090938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888046340450983,1.271806821573029,1.1886196213003626,0.7147693108389443,-0.9645650645774857
Prostate,Log-logistic,None,Age,Male,40 to 49,CPRD_GOLD,NA,0.2027420155580552,2.3237837405090938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888046340450983,1.271806821573029,1.1886196213003626,0.7147693108389443,-0.9645650645774857
Prostate,Log-logistic,None,Age,Male,50 to 59,CPRD_GOLD,NA,0.2027420155580552,2.3237837405090938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888046340450983,1.271806821573029,1.1886196213003626,0.7147693108389443,-0.9645650645774857
Prostate,Log-logistic,None,Age,Male,60 to 69,CPRD_GOLD,NA,0.2027420155580552,2.3237837405090938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888046340450983,1.271806821573029,1.1886196213003626,0.7147693108389443,-0.9645650645774857
Prostate,Log-logistic,None,Age,Male,80 +,CPRD_GOLD,NA,0.2027420155580552,2.3237837405090938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888046340450983,1.271806821573029,1.1886196213003626,0.7147693108389443,-0.9645650645774857
Prostate,Log-normal,None,Age,Male,70 to 79,CPRD_GOLD,NA,NA,NA,2.426223373150018,0.46043032401921946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1327196985999826,1.2847394036698259,1.2195695941275453,0.7582431380094756,-1.069944988567084
Prostate,Log-normal,None,Age,Male,18 to 39,CPRD_GOLD,NA,NA,NA,2.426223373150018,0.46043032401921946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1327196985999826,1.2847394036698259,1.2195695941275453,0.7582431380094756,-1.069944988567084
Prostate,Log-normal,None,Age,Male,40 to 49,CPRD_GOLD,NA,NA,NA,2.426223373150018,0.46043032401921946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1327196985999826,1.2847394036698259,1.2195695941275453,0.7582431380094756,-1.069944988567084
Prostate,Log-normal,None,Age,Male,50 to 59,CPRD_GOLD,NA,NA,NA,2.426223373150018,0.46043032401921946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1327196985999826,1.2847394036698259,1.2195695941275453,0.7582431380094756,-1.069944988567084
Prostate,Log-normal,None,Age,Male,60 to 69,CPRD_GOLD,NA,NA,NA,2.426223373150018,0.46043032401921946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1327196985999826,1.2847394036698259,1.2195695941275453,0.7582431380094756,-1.069944988567084
Prostate,Log-normal,None,Age,Male,80 +,CPRD_GOLD,NA,NA,NA,2.426223373150018,0.46043032401921946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1327196985999826,1.2847394036698259,1.2195695941275453,0.7582431380094756,-1.069944988567084
Prostate,Generalised Gamma,None,Age,Male,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,2.6543515579432677,-0.15308081039070934,1.17181386226607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8862018264151872,1.3257256807753646,1.2165260995327642,0.706716064883747,-0.8489577245747073
Prostate,Generalised Gamma,None,Age,Male,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,2.6543515579432677,-0.15308081039070934,1.17181386226607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8862018264151872,1.3257256807753646,1.2165260995327642,0.706716064883747,-0.8489577245747073
Prostate,Generalised Gamma,None,Age,Male,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,2.6543515579432677,-0.15308081039070934,1.17181386226607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8862018264151872,1.3257256807753646,1.2165260995327642,0.706716064883747,-0.8489577245747073
Prostate,Generalised Gamma,None,Age,Male,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,2.6543515579432677,-0.15308081039070934,1.17181386226607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8862018264151872,1.3257256807753646,1.2165260995327642,0.706716064883747,-0.8489577245747073
Prostate,Generalised Gamma,None,Age,Male,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,2.6543515579432677,-0.15308081039070934,1.17181386226607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8862018264151872,1.3257256807753646,1.2165260995327642,0.706716064883747,-0.8489577245747073
Prostate,Generalised Gamma,None,Age,Male,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,2.6543515579432677,-0.15308081039070934,1.17181386226607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8862018264151872,1.3257256807753646,1.2165260995327642,0.706716064883747,-0.8489577245747073
Prostate,Spline (1 knot),None,Age,Male,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.996826561808718,0.9150362328970424,-0.004811991851242088,-5.8998973535824915,1.0838926116756433,2.9699225989259093,NA,NA,NA,NA,NA,-2.017989922889668,-1.3930584471241882,-1.2900683533447366,-0.7590511425645707,0.9409407988506165
Prostate,Spline (1 knot),None,Age,Male,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.996826561808718,0.9150362328970424,-0.004811991851242088,-5.8998973535824915,1.0838926116756433,2.9699225989259093,NA,NA,NA,NA,NA,-2.017989922889668,-1.3930584471241882,-1.2900683533447366,-0.7590511425645707,0.9409407988506165
