trisk,df,logLik,AIC,BIC,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
43366.95890410959,6,-14411.028902583916,28834.05780516783,28877.701075524514,Exponential,Head_and_neck,80 +,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14056.595469031105,28127.19093806221,28178.10808681167,Log-logistic,Head_and_neck,70 to 79,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14056.595469031105,28127.19093806221,28178.10808681167,Log-logistic,Head_and_neck,18 to 39,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14056.595469031105,28127.19093806221,28178.10808681167,Log-logistic,Head_and_neck,40 to 49,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14056.595469031105,28127.19093806221,28178.10808681167,Log-logistic,Head_and_neck,50 to 59,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14056.595469031105,28127.19093806221,28178.10808681167,Log-logistic,Head_and_neck,60 to 69,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14056.595469031105,28127.19093806221,28178.10808681167,Log-logistic,Head_and_neck,80 +,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14009.304996530422,28032.609993060843,28083.527141810304,Log-normal,Head_and_neck,70 to 79,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14009.304996530422,28032.609993060843,28083.527141810304,Log-normal,Head_and_neck,18 to 39,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14009.304996530422,28032.609993060843,28083.527141810304,Log-normal,Head_and_neck,40 to 49,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14009.304996530422,28032.609993060843,28083.527141810304,Log-normal,Head_and_neck,50 to 59,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14009.304996530422,28032.609993060843,28083.527141810304,Log-normal,Head_and_neck,60 to 69,Both,None,Age,CPRD_GOLD
43366.95890410959,7,-14009.304996530422,28032.609993060843,28083.527141810304,Log-normal,Head_and_neck,80 +,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-14000.962656579353,28017.925313158707,28076.11634030095,Generalised Gamma,Head_and_neck,70 to 79,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-14000.962656579353,28017.925313158707,28076.11634030095,Generalised Gamma,Head_and_neck,18 to 39,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-14000.962656579353,28017.925313158707,28076.11634030095,Generalised Gamma,Head_and_neck,40 to 49,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-14000.962656579353,28017.925313158707,28076.11634030095,Generalised Gamma,Head_and_neck,50 to 59,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-14000.962656579353,28017.925313158707,28076.11634030095,Generalised Gamma,Head_and_neck,60 to 69,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-14000.962656579353,28017.925313158707,28076.11634030095,Generalised Gamma,Head_and_neck,80 +,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-13983.553598003713,27983.107196007426,28041.298223149668,Spline (1 knot),Head_and_neck,70 to 79,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-13983.553598003713,27983.107196007426,28041.298223149668,Spline (1 knot),Head_and_neck,18 to 39,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-13983.553598003713,27983.107196007426,28041.298223149668,Spline (1 knot),Head_and_neck,40 to 49,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-13983.553598003713,27983.107196007426,28041.298223149668,Spline (1 knot),Head_and_neck,50 to 59,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-13983.553598003713,27983.107196007426,28041.298223149668,Spline (1 knot),Head_and_neck,60 to 69,Both,None,Age,CPRD_GOLD
43366.95890410959,8,-13983.553598003713,27983.107196007426,28041.298223149668,Spline (1 knot),Head_and_neck,80 +,Both,None,Age,CPRD_GOLD
43366.95890410959,10,-13955.776678335184,27931.553356670367,28004.29214059817,Spline (3 knots),Head_and_neck,70 to 79,Both,None,Age,CPRD_GOLD
43366.95890410959,10,-13955.776678335184,27931.553356670367,28004.29214059817,Spline (3 knots),Head_and_neck,18 to 39,Both,None,Age,CPRD_GOLD
43366.95890410959,10,-13955.776678335184,27931.553356670367,28004.29214059817,Spline (3 knots),Head_and_neck,40 to 49,Both,None,Age,CPRD_GOLD
43366.95890410959,10,-13955.776678335184,27931.553356670367,28004.29214059817,Spline (3 knots),Head_and_neck,50 to 59,Both,None,Age,CPRD_GOLD
43366.95890410959,10,-13955.776678335184,27931.553356670367,28004.29214059817,Spline (3 knots),Head_and_neck,60 to 69,Both,None,Age,CPRD_GOLD
43366.95890410959,10,-13955.776678335184,27931.553356670367,28004.29214059817,Spline (3 knots),Head_and_neck,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2996.775197301915,6007.55039460383,6049.625235377742,Gompertz,Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2996.775197301915,6007.55039460383,6049.625235377742,Gompertz,Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2996.775197301915,6007.55039460383,6049.625235377742,Gompertz,Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2996.775197301915,6007.55039460383,6049.625235377742,Gompertz,Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2996.775197301915,6007.55039460383,6049.625235377742,Gompertz,Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2996.775197301915,6007.55039460383,6049.625235377742,Gompertz,Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-3036.818631083675,6087.63726216735,6129.712102941262,WeibullPH,Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-3036.818631083675,6087.63726216735,6129.712102941262,WeibullPH,Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-3036.818631083675,6087.63726216735,6129.712102941262,WeibullPH,Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-3036.818631083675,6087.63726216735,6129.712102941262,WeibullPH,Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-3036.818631083675,6087.63726216735,6129.712102941262,WeibullPH,Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-3036.818631083675,6087.63726216735,6129.712102941262,WeibullPH,Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,6,-3404.737255775748,6821.474511551496,6857.538660786278,Exponential,Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,6,-3404.737255775748,6821.474511551496,6857.538660786278,Exponential,Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,6,-3404.737255775748,6821.474511551496,6857.538660786278,Exponential,Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,6,-3404.737255775748,6821.474511551496,6857.538660786278,Exponential,Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,6,-3404.737255775748,6821.474511551496,6857.538660786278,Exponential,Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,6,-3404.737255775748,6821.474511551496,6857.538660786278,Exponential,Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2946.4266645621756,5906.853329124351,5948.928169898263,Log-logistic,Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2946.4266645621756,5906.853329124351,5948.928169898263,Log-logistic,Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2946.4266645621756,5906.853329124351,5948.928169898263,Log-logistic,Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2946.4266645621756,5906.853329124351,5948.928169898263,Log-logistic,Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2946.4266645621756,5906.853329124351,5948.928169898263,Log-logistic,Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2946.4266645621756,5906.853329124351,5948.928169898263,Log-logistic,Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2930.252645022802,5874.505290045604,5916.580130819516,Log-normal,Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2930.252645022802,5874.505290045604,5916.580130819516,Log-normal,Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2930.252645022802,5874.505290045604,5916.580130819516,Log-normal,Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2930.252645022802,5874.505290045604,5916.580130819516,Log-normal,Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2930.252645022802,5874.505290045604,5916.580130819516,Log-normal,Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,7,-2930.252645022802,5874.505290045604,5916.580130819516,Log-normal,Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2929.9857194584165,5875.971438916833,5924.056971229876,Generalised Gamma,Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2929.9857194584165,5875.971438916833,5924.056971229876,Generalised Gamma,Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2929.9857194584165,5875.971438916833,5924.056971229876,Generalised Gamma,Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2929.9857194584165,5875.971438916833,5924.056971229876,Generalised Gamma,Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2929.9857194584165,5875.971438916833,5924.056971229876,Generalised Gamma,Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2929.9857194584165,5875.971438916833,5924.056971229876,Generalised Gamma,Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2917.0734104315134,5850.146820863027,5898.232353176069,Spline (1 knot),Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2917.0734104315134,5850.146820863027,5898.232353176069,Spline (1 knot),Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2917.0734104315134,5850.146820863027,5898.232353176069,Spline (1 knot),Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2917.0734104315134,5850.146820863027,5898.232353176069,Spline (1 knot),Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2917.0734104315134,5850.146820863027,5898.232353176069,Spline (1 knot),Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,8,-2917.0734104315134,5850.146820863027,5898.232353176069,Spline (1 knot),Liver,80 +,Both,None,Age,CPRD_GOLD
3954.7643835616436,10,-2909.927648390325,5839.85529678065,5899.962212171953,Spline (3 knots),Liver,70 to 79,Both,None,Age,CPRD_GOLD
3954.7643835616436,10,-2909.927648390325,5839.85529678065,5899.962212171953,Spline (3 knots),Liver,18 to 39,Both,None,Age,CPRD_GOLD
3954.7643835616436,10,-2909.927648390325,5839.85529678065,5899.962212171953,Spline (3 knots),Liver,40 to 49,Both,None,Age,CPRD_GOLD
3954.7643835616436,10,-2909.927648390325,5839.85529678065,5899.962212171953,Spline (3 knots),Liver,50 to 59,Both,None,Age,CPRD_GOLD
3954.7643835616436,10,-2909.927648390325,5839.85529678065,5899.962212171953,Spline (3 knots),Liver,60 to 69,Both,None,Age,CPRD_GOLD
3954.7643835616436,10,-2909.927648390325,5839.85529678065,5899.962212171953,Spline (3 knots),Liver,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-35151.9586047769,70317.9172095538,70377.21966868544,Gompertz,Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-35151.9586047769,70317.9172095538,70377.21966868544,Gompertz,Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-35151.9586047769,70317.9172095538,70377.21966868544,Gompertz,Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-35151.9586047769,70317.9172095538,70377.21966868544,Gompertz,Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-35151.9586047769,70317.9172095538,70377.21966868544,Gompertz,Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-35151.9586047769,70317.9172095538,70377.21966868544,Gompertz,Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-36341.56519232153,72697.13038464305,72756.4328437747,WeibullPH,Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-36341.56519232153,72697.13038464305,72756.4328437747,WeibullPH,Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-36341.56519232153,72697.13038464305,72756.4328437747,WeibullPH,Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-36341.56519232153,72697.13038464305,72756.4328437747,WeibullPH,Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-36341.56519232153,72697.13038464305,72756.4328437747,WeibullPH,Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-36341.56519232153,72697.13038464305,72756.4328437747,WeibullPH,Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,6,-40223.159560669206,80458.31912133841,80509.14980059411,Exponential,Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,6,-40223.159560669206,80458.31912133841,80509.14980059411,Exponential,Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,6,-40223.159560669206,80458.31912133841,80509.14980059411,Exponential,Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,6,-40223.159560669206,80458.31912133841,80509.14980059411,Exponential,Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,6,-40223.159560669206,80458.31912133841,80509.14980059411,Exponential,Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,6,-40223.159560669206,80458.31912133841,80509.14980059411,Exponential,Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34590.76727596278,69195.53455192556,69254.83701105721,Log-logistic,Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34590.76727596278,69195.53455192556,69254.83701105721,Log-logistic,Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34590.76727596278,69195.53455192556,69254.83701105721,Log-logistic,Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34590.76727596278,69195.53455192556,69254.83701105721,Log-logistic,Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34590.76727596278,69195.53455192556,69254.83701105721,Log-logistic,Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34590.76727596278,69195.53455192556,69254.83701105721,Log-logistic,Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34579.9463254783,69173.8926509566,69233.19511008824,Log-normal,Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34579.9463254783,69173.8926509566,69233.19511008824,Log-normal,Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34579.9463254783,69173.8926509566,69233.19511008824,Log-normal,Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34579.9463254783,69173.8926509566,69233.19511008824,Log-normal,Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34579.9463254783,69173.8926509566,69233.19511008824,Log-normal,Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,7,-34579.9463254783,69173.8926509566,69233.19511008824,Log-normal,Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34579.92189678987,69175.84379357974,69243.61803258734,Generalised Gamma,Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34579.92189678987,69175.84379357974,69243.61803258734,Generalised Gamma,Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34579.92189678987,69175.84379357974,69243.61803258734,Generalised Gamma,Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34579.92189678987,69175.84379357974,69243.61803258734,Generalised Gamma,Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34579.92189678987,69175.84379357974,69243.61803258734,Generalised Gamma,Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34579.92189678987,69175.84379357974,69243.61803258734,Generalised Gamma,Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34524.6925512766,69065.3851025532,69133.15934156081,Spline (1 knot),Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34524.6925512766,69065.3851025532,69133.15934156081,Spline (1 knot),Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34524.6925512766,69065.3851025532,69133.15934156081,Spline (1 knot),Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34524.6925512766,69065.3851025532,69133.15934156081,Spline (1 knot),Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34524.6925512766,69065.3851025532,69133.15934156081,Spline (1 knot),Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,8,-34524.6925512766,69065.3851025532,69133.15934156081,Spline (1 knot),Lung,80 +,Both,None,Age,CPRD_GOLD
44615.42465753425,10,-34452.97303453337,68925.94606906673,69010.66386782624,Spline (3 knots),Lung,70 to 79,Both,None,Age,CPRD_GOLD
44615.42465753425,10,-34452.97303453337,68925.94606906673,69010.66386782624,Spline (3 knots),Lung,18 to 39,Both,None,Age,CPRD_GOLD
44615.42465753425,10,-34452.97303453337,68925.94606906673,69010.66386782624,Spline (3 knots),Lung,40 to 49,Both,None,Age,CPRD_GOLD
44615.42465753425,10,-34452.97303453337,68925.94606906673,69010.66386782624,Spline (3 knots),Lung,50 to 59,Both,None,Age,CPRD_GOLD
44615.42465753425,10,-34452.97303453337,68925.94606906673,69010.66386782624,Spline (3 knots),Lung,60 to 69,Both,None,Age,CPRD_GOLD
44615.42465753425,10,-34452.97303453337,68925.94606906673,69010.66386782624,Spline (3 knots),Lung,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5057.342700318915,10128.68540063783,10177.647213946102,Gompertz,Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5057.342700318915,10128.68540063783,10177.647213946102,Gompertz,Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5057.342700318915,10128.68540063783,10177.647213946102,Gompertz,Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5057.342700318915,10128.68540063783,10177.647213946102,Gompertz,Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5057.342700318915,10128.68540063783,10177.647213946102,Gompertz,Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5057.342700318915,10128.68540063783,10177.647213946102,Gompertz,Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5565.95529539837,11145.91059079674,11194.872404105012,WeibullPH,Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5565.95529539837,11145.91059079674,11194.872404105012,WeibullPH,Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5565.95529539837,11145.91059079674,11194.872404105012,WeibullPH,Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5565.95529539837,11145.91059079674,11194.872404105012,WeibullPH,Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5565.95529539837,11145.91059079674,11194.872404105012,WeibullPH,Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-5565.95529539837,11145.91059079674,11194.872404105012,WeibullPH,Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,6,-6502.722058854092,13017.444117708184,13059.41138625813,Exponential,Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,6,-6502.722058854092,13017.444117708184,13059.41138625813,Exponential,Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,6,-6502.722058854092,13017.444117708184,13059.41138625813,Exponential,Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,6,-6502.722058854092,13017.444117708184,13059.41138625813,Exponential,Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,6,-6502.722058854092,13017.444117708184,13059.41138625813,Exponential,Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,6,-6502.722058854092,13017.444117708184,13059.41138625813,Exponential,Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4904.968963236243,9823.937926472487,9872.899739780758,Log-logistic,Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4904.968963236243,9823.937926472487,9872.899739780758,Log-logistic,Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4904.968963236243,9823.937926472487,9872.899739780758,Log-logistic,Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4904.968963236243,9823.937926472487,9872.899739780758,Log-logistic,Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4904.968963236243,9823.937926472487,9872.899739780758,Log-logistic,Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4904.968963236243,9823.937926472487,9872.899739780758,Log-logistic,Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4930.140746800391,9874.281493600782,9923.243306909053,Log-normal,Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4930.140746800391,9874.281493600782,9923.243306909053,Log-normal,Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4930.140746800391,9874.281493600782,9923.243306909053,Log-normal,Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4930.140746800391,9874.281493600782,9923.243306909053,Log-normal,Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4930.140746800391,9874.281493600782,9923.243306909053,Log-normal,Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,7,-4930.140746800391,9874.281493600782,9923.243306909053,Log-normal,Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4923.542487988709,9863.084975977417,9919.041334044014,Generalised Gamma,Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4923.542487988709,9863.084975977417,9919.041334044014,Generalised Gamma,Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4923.542487988709,9863.084975977417,9919.041334044014,Generalised Gamma,Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4923.542487988709,9863.084975977417,9919.041334044014,Generalised Gamma,Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4923.542487988709,9863.084975977417,9919.041334044014,Generalised Gamma,Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4923.542487988709,9863.084975977417,9919.041334044014,Generalised Gamma,Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4916.539253571277,9849.078507142554,9905.03486520915,Spline (1 knot),Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4916.539253571277,9849.078507142554,9905.03486520915,Spline (1 knot),Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4916.539253571277,9849.078507142554,9905.03486520915,Spline (1 knot),Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4916.539253571277,9849.078507142554,9905.03486520915,Spline (1 knot),Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4916.539253571277,9849.078507142554,9905.03486520915,Spline (1 knot),Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,8,-4916.539253571277,9849.078507142554,9905.03486520915,Spline (1 knot),Pancreatic,80 +,Both,None,Age,CPRD_GOLD
6904.035616438357,10,-4905.0595572633565,9830.119114526713,9900.064562109957,Spline (3 knots),Pancreatic,70 to 79,Both,None,Age,CPRD_GOLD
6904.035616438357,10,-4905.0595572633565,9830.119114526713,9900.064562109957,Spline (3 knots),Pancreatic,18 to 39,Both,None,Age,CPRD_GOLD
6904.035616438357,10,-4905.0595572633565,9830.119114526713,9900.064562109957,Spline (3 knots),Pancreatic,40 to 49,Both,None,Age,CPRD_GOLD
6904.035616438357,10,-4905.0595572633565,9830.119114526713,9900.064562109957,Spline (3 knots),Pancreatic,50 to 59,Both,None,Age,CPRD_GOLD
6904.035616438357,10,-4905.0595572633565,9830.119114526713,9900.064562109957,Spline (3 knots),Pancreatic,60 to 69,Both,None,Age,CPRD_GOLD
6904.035616438357,10,-4905.0595572633565,9830.119114526713,9900.064562109957,Spline (3 knots),Pancreatic,80 +,Both,None,Age,CPRD_GOLD
277108.994520548,7,-62237.23780426788,124488.47560853577,124551.19470278468,Gompertz,Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62237.23780426788,124488.47560853577,124551.19470278468,Gompertz,Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62237.23780426788,124488.47560853577,124551.19470278468,Gompertz,Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62237.23780426788,124488.47560853577,124551.19470278468,Gompertz,Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62237.23780426788,124488.47560853577,124551.19470278468,Gompertz,Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62237.23780426788,124488.47560853577,124551.19470278468,Gompertz,Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62290.019969294124,124594.03993858825,124656.75903283716,WeibullPH,Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62290.019969294124,124594.03993858825,124656.75903283716,WeibullPH,Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62290.019969294124,124594.03993858825,124656.75903283716,WeibullPH,Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62290.019969294124,124594.03993858825,124656.75903283716,WeibullPH,Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62290.019969294124,124594.03993858825,124656.75903283716,WeibullPH,Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62290.019969294124,124594.03993858825,124656.75903283716,WeibullPH,Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,6,-62333.8317085965,124679.663417193,124733.42264083492,Exponential,Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,6,-62333.8317085965,124679.663417193,124733.42264083492,Exponential,Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,6,-62333.8317085965,124679.663417193,124733.42264083492,Exponential,Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,6,-62333.8317085965,124679.663417193,124733.42264083492,Exponential,Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,6,-62333.8317085965,124679.663417193,124733.42264083492,Exponential,Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,6,-62333.8317085965,124679.663417193,124733.42264083492,Exponential,Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62663.37538993383,125340.75077986767,125403.46987411658,Log-logistic,Prostate,70 to 79,Male,None,Age,CPRD_GOLD
