n,events,rmean,se,median,rmean in years (SE),Median Survival in Years (95% CI),rmean5yr,se5yr,rmean 5yrs in years (SE),rmean10yr,se10yr,rmean 10yrs in years (SE),Survival Rate % (95% CI) year 1,Survival Rate % (95% CI) year 5,Survival Rate % (95% CI) year 10,surv year 1,surv year 5,surv year 10,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
NA,NA,1.1819,0.0367,0.3966,1.18 (0.04),0.40 (0.38-0.42),0.9508,0.0211,0.95 (0.02),1.099,0.0298,1.10 (0.03),27.3 (26.2-28.4),4.9 (4.5-5.4),1.8 (1.5-2.0),27.3496,4.9437,1.7789,Log-normal,Pancreatic,All,Male,Sex,None,CPRD_GOLD
NA,NA,1.2371,0.0457,0.3869,1.24 (0.05),0.39 (0.37-0.41),0.961,0.022,0.96 (0.02),1.1312,0.0347,1.13 (0.03),27.2 (25.9-28.4),5.4 (4.7-6.1),2.2 (1.7-2.6),27.1837,5.4324,2.1602,Generalised Gamma,Pancreatic,All,Male,Sex,None,CPRD_GOLD
NA,NA,1.3278,0.0552,0.3765,1.33 (0.06),0.38 (0.36-0.40),0.9564,0.0216,0.96 (0.02),1.1681,0.0371,1.17 (0.04),25.9 (24.5-27.1),6.2 (5.4-7.0),3.0 (2.4-3.7),25.8885,6.1551,2.989,Spline (1 knot),Pancreatic,All,Male,Sex,None,CPRD_GOLD
NA,NA,1.3751,0.0334,0.3997,1.38 (0.03),0.40 (0.38-0.42),0.9406,0.013,0.94 (0.01),1.1686,0.0179,1.17 (0.02),25.3 (24.3-26.4),6.2 (5.8-6.5),3.5 (3.0-4.0),25.3062,6.1671,3.5151,Spline (3 knots),Pancreatic,All,Male,Sex,None,CPRD_GOLD
NA,NA,3.0937,0.1289,0.8343,3.09 (0.13),0.83 (0.78-0.89),1.5676,0.0366,1.57 (0.04),2.1875,0.0678,2.19 (0.07),44.8 (42.9-46.7),14.1 (12.7-15.6),11.6 (10.1-13.2),44.8489,14.1367,11.6205,Gompertz,Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,2.5565,0.095,1.0118,2.56 (0.10),1.01 (0.93-1.10),1.7891,0.039,1.79 (0.04),2.286,0.0668,2.29 (0.07),50.2 (48.5-51.9),15.9 (14.4-17.4),6.0 (5.1-7.1),50.2481,15.8701,6.0087,WeibullPH,Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,2.2334,0.0574,1.5486,2.23 (0.06),1.55 (1.48-1.62),1.9958,0.0348,2.00 (0.03),2.2087,0.0515,2.21 (0.05),63.9 (62.4-65.3),10.7 (9.4-11.9),1.1 (0.9-1.4),63.9165,10.6675,1.138,Exponential,Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,2.6934,0.0955,0.785,2.69 (0.10),0.78 (0.72-0.84),1.6164,0.0399,1.62 (0.04),2.1753,0.0691,2.18 (0.07),44.4 (42.5-46.2),15.1 (13.8-16.4),8.5 (7.6-9.4),44.3822,15.1104,8.5324,Log-logistic,Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,2.7859,0.1055,0.8172,2.79 (0.11),0.82 (0.75-0.89),1.6863,0.0395,1.69 (0.04),2.2789,0.0676,2.28 (0.07),45.7 (44.0-47.5),16.4 (14.9-17.8),8.8 (7.8-9.9),45.6505,16.3512,8.7678,Log-normal,Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,2.9831,0.1231,0.7697,2.98 (0.12),0.77 (0.71-0.84),1.6868,0.0399,1.69 (0.04),2.349,0.074,2.35 (0.07),44.6 (42.8-46.6),17.4 (15.9-19.1),10.3 (9.0-11.7),44.5625,17.4232,10.3322,Generalised Gamma,Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,3.1259,0.134,0.7187,3.13 (0.13),0.72 (0.66-0.78),1.6586,0.0386,1.66 (0.04),2.3728,0.0754,2.37 (0.08),42.9 (41.0-44.8),17.9 (16.3-19.5),11.7 (10.2-13.3),42.8777,17.8981,11.7143,Spline (1 knot),Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,3.1609,0.0703,0.7424,3.16 (0.07),0.74 (0.69-0.80),1.6423,0.0288,1.64 (0.03),2.3588,0.0421,2.36 (0.04),43.1 (41.6-44.8),17.6 (16.8-18.4),12.1 (11.1-13.0),43.0545,17.5706,12.063,Spline (3 knots),Stomach,All,Female,Sex,None,CPRD_GOLD
NA,NA,3.0144,0.1012,0.8552,3.01 (0.10),0.86 (0.82-0.90),1.5477,0.0276,1.55 (0.03),2.0794,0.0482,2.08 (0.05),45.4 (44.0-46.9),12.7 (11.8-13.8),9.6 (8.6-10.8),45.4452,12.7111,9.6449,Gompertz,Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,2.3886,0.0667,1.03,2.39 (0.07),1.03 (0.97-1.09),1.7588,0.0284,1.76 (0.03),2.1775,0.0486,2.18 (0.05),50.7 (49.3-52.0),14.2 (13.1-15.3),4.6 (4.0-5.3),50.6678,14.2291,4.6442,WeibullPH,Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,2.1594,0.0374,1.4969,2.16 (0.04),1.50 (1.44-1.55),1.9463,0.0265,1.95 (0.03),2.1385,0.0382,2.14 (0.04),62.9 (61.9-64.0),9.9 (9.1-10.7),1.0 (0.8-1.1),62.936,9.8741,0.975,Exponential,Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,2.5365,0.0702,0.8111,2.54 (0.07),0.81 (0.77-0.86),1.5756,0.0287,1.58 (0.03),2.0488,0.0467,2.05 (0.05),44.6 (43.3-46.1),13.3 (12.4-14.3),7.0 (6.4-7.6),44.6189,13.2769,6.9663,Log-logistic,Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,2.6115,0.0782,0.8418,2.61 (0.08),0.84 (0.80-0.89),1.6489,0.0283,1.65 (0.03),2.1523,0.0502,2.15 (0.05),45.9 (44.6-47.3),14.5 (13.6-15.7),7.1 (6.5-7.9),45.9309,14.5199,7.0974,Log-normal,Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,2.7907,0.0926,0.8012,2.79 (0.09),0.80 (0.75-0.85),1.648,0.0306,1.65 (0.03),2.2088,0.0536,2.21 (0.05),44.9 (43.6-46.3),15.4 (14.4-16.5),8.4 (7.5-9.3),44.9025,15.4244,8.3563,Generalised Gamma,Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,2.9751,0.103,0.7488,2.98 (0.10),0.75 (0.71-0.79),1.6154,0.0296,1.62 (0.03),2.2334,0.0534,2.23 (0.05),43.0 (41.4-44.4),15.9 (14.8-17.0),9.9 (8.7-11.0),43.0055,15.9399,9.8648,Spline (1 knot),Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,3.0374,0.0582,0.7886,3.04 (0.06),0.79 (0.75-0.83),1.5866,0.0216,1.59 (0.02),2.2026,0.0313,2.20 (0.03),43.5 (42.2-44.9),15.3 (14.6-16.0),10.3 (9.6-10.9),43.5259,15.291,10.3083,Spline (3 knots),Stomach,All,Male,Sex,None,CPRD_GOLD
NA,NA,15.2067,0.1832,38.7666,15.21 (0.18),38.77 (25.76-Inf),4.5973,0.0214,4.60 (0.02),8.5603,0.0616,8.56 (0.06),96.5 (96.1-96.9),84.8 (83.5-86.1),74.3 (72.2-76.1),96.4902,84.8421,74.2842,Gompertz,Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,14.9848,0.1938,23.5544,14.98 (0.19),23.55 (20.94-26.41),4.6307,0.0212,4.63 (0.02),8.6172,0.0574,8.62 (0.06),96.8 (96.3-97.3),85.8 (84.5-86.9),74.0 (71.8-75.9),96.8493,85.7833,74.0023,WeibullPH,Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,14.9457,0.1892,22.8704,14.95 (0.19),22.87 (20.92-25.03),4.6396,0.0154,4.64 (0.02),8.6268,0.0549,8.63 (0.05),97.0 (96.7-97.3),85.9 (84.8-87.1),73.9 (71.9-75.8),97.0147,85.9385,73.8543,Exponential,Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,15.0112,0.1856,26.367,15.01 (0.19),26.37 (22.83-30.17),4.6241,0.0197,4.62 (0.02),8.5851,0.0596,8.59 (0.06),97.0 (96.4-97.4),85.3 (84.1-86.6),73.6 (71.5-75.6),96.9625,85.3186,73.6173,Log-logistic,Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,15.2124,0.1832,33.8362,15.21 (0.18),33.84 (28.47-39.67),4.6048,0.0197,4.60 (0.02),8.5614,0.0591,8.56 (0.06),97.0 (96.4-97.5),84.7 (83.3-85.9),74.3 (72.2-76.2),97.0106,84.6625,74.2657,Log-normal,Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,15.1174,0.1823,29.215,15.12 (0.18),29.22 (24.52-36.36),4.6159,0.0204,4.62 (0.02),8.575,0.0586,8.57 (0.06),97.1 (96.5-97.5),85.0 (83.6-86.3),74.0 (71.9-75.9),97.0557,84.9828,73.9686,Generalised Gamma,Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,15.1606,0.1879,29.3218,15.16 (0.19),29.32 (24.43-36.87),4.6054,0.021,4.61 (0.02),8.5621,0.0606,8.56 (0.06),97.1 (96.5-97.5),84.6 (83.3-85.9),74.2 (72.3-76.1),97.0891,84.6478,74.2249,Spline (1 knot),Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,15.2181,0.07,32.9915,15.22 (0.07),32.99 (27.06-45.93),4.5989,0.0189,4.60 (0.02),8.5357,0.0387,8.54 (0.04),97.6 (97.1-98.1),83.9 (82.7-84.9),74.2 (73.5-74.9),97.6163,83.8637,74.2475,Spline (3 knots),Breast,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,16.3043,0.0946,44.1012,16.30 (0.09),44.10 (34.29-97.25),4.7186,0.0088,4.72 (0.01),8.9495,0.0269,8.95 (0.03),97.6 (97.5-97.8),89.1 (88.6-89.7),80.4 (79.5-81.3),97.6317,89.1455,80.3956,Gompertz,Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.1409,0.0928,29.8686,16.14 (0.09),29.87 (27.85-32.26),4.7454,0.0088,4.75 (0.01),8.9895,0.0262,8.99 (0.03),98.0 (97.8-98.2),89.8 (89.2-90.3),80.1 (79.1-81.0),98.0055,89.7886,80.113,WeibullPH,Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.1895,0.0853,31.5285,16.19 (0.09),31.53 (29.99-33.22),4.735,0.0066,4.74 (0.01),8.9771,0.0253,8.98 (0.03),97.8 (97.7-97.9),89.6 (89.1-90.1),80.3 (79.3-81.2),97.8255,89.5902,80.2641,Exponential,Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.1632,0.0866,34.5382,16.16 (0.09),34.54 (31.50-37.36),4.7427,0.0088,4.74 (0.01),8.971,0.0266,8.97 (0.03),98.1 (97.9-98.3),89.5 (89.0-90.1),79.8 (79.0-80.8),98.0817,89.5358,79.847,Log-logistic,Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.3162,0.0839,47.0767,16.32 (0.08),47.08 (42.42-52.53),4.7309,0.0086,4.73 (0.01),8.9473,0.0271,8.95 (0.03),98.2 (98.0-98.4),89.0 (88.4-89.5),80.1 (79.2-81.0),98.2311,88.9685,80.1288,Log-normal,Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.2719,0.0944,42.054,16.27 (0.09),42.05 (36.64-48.94),4.7353,0.0089,4.74 (0.01),8.9541,0.0269,8.95 (0.03),98.2 (98.0-98.4),89.1 (88.5-89.7),80.0 (79.0-80.9),98.2255,89.1245,80.0267,Generalised Gamma,Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.3087,0.0905,40.4823,16.31 (0.09),40.48 (35.89-47.79),4.7289,0.0088,4.73 (0.01),8.9437,0.0262,8.94 (0.03),98.3 (98.1-98.5),88.8 (88.2-89.5),80.2 (79.3-81.1),98.2935,88.8492,80.1843,Spline (1 knot),Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.3598,0.0312,47.4406,16.36 (0.03),47.44 (39.53-61.28),4.7292,0.0083,4.73 (0.01),8.9277,0.0176,8.93 (0.02),98.5 (98.3-98.7),88.4 (87.9-88.9),80.1 (79.8-80.5),98.539,88.3708,80.1238,Spline (3 knots),Breast,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,16.9186,0.0588,54.2096,16.92 (0.06),54.21 (42.55-93.26),4.7744,0.0057,4.77 (0.01),9.1453,0.0178,9.15 (0.02),98.1 (98.0-98.2),91.2 (90.8-91.6),83.8 (83.2-84.4),98.1225,91.2274,83.8125,Gompertz,Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.8592,0.0588,39.4149,16.86 (0.06),39.41 (36.80-42.07),4.7849,0.006,4.78 (0.01),9.1658,0.0173,9.17 (0.02),98.2 (98.1-98.4),91.5 (91.1-91.9),83.8 (83.2-84.4),98.2383,91.5344,83.8151,WeibullPH,Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.8568,0.0586,39.2436,16.86 (0.06),39.24 (37.54-40.86),4.7856,0.0043,4.79 (0.00),9.1666,0.0168,9.17 (0.02),98.2 (98.2-98.3),91.5 (91.2-91.9),83.8 (83.2-84.4),98.2492,91.5474,83.8093,Exponential,Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.8796,0.0589,47.5583,16.88 (0.06),47.56 (44.05-50.99),4.7831,0.0057,4.78 (0.01),9.1549,0.0171,9.15 (0.02),98.3 (98.1-98.4),91.4 (91.0-91.8),83.7 (83.1-84.3),98.2838,91.3795,83.6769,Log-logistic,Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.9854,0.058,72.5313,16.99 (0.06),72.53 (66.34-79.65),4.77,0.0057,4.77 (0.01),9.1265,0.0178,9.13 (0.02),98.3 (98.2-98.5),90.8 (90.4-91.2),83.8 (83.1-84.4),98.3436,90.8262,83.7789,Log-normal,Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.9265,0.0595,54.6815,16.93 (0.06),54.68 (47.59-64.01),4.7777,0.0063,4.78 (0.01),9.1413,0.0183,9.14 (0.02),98.3 (98.2-98.5),91.1 (90.7-91.5),83.7 (83.1-84.3),98.3411,91.1129,83.698,Generalised Gamma,Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.9201,0.0599,47.1309,16.92 (0.06),47.13 (42.75-52.59),4.7767,0.006,4.78 (0.01),9.1419,0.0181,9.14 (0.02),98.3 (98.2-98.5),91.1 (90.7-91.5),83.8 (83.2-84.4),98.3439,91.0915,83.7661,Spline (1 knot),Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,16.9221,0.0167,46.9818,16.92 (0.02),46.98 (41.22-55.28),4.7759,0.0059,4.78 (0.01),9.1394,0.0129,9.14 (0.01),98.4 (98.2-98.6),91.0 (90.6-91.3),83.8 (83.5-84.1),98.4033,90.9794,83.7949,Spline (3 knots),Breast,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,15.4232,0.0696,24.5245,15.42 (0.07),24.52 (22.96-26.33),4.6965,0.0067,4.70 (0.01),8.8169,0.0191,8.82 (0.02),97.5 (97.4-97.7),88.0 (87.6-88.5),77.0 (76.3-77.6),97.5295,88.0154,76.9536,Gompertz,Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.4749,0.066,26.2932,15.47 (0.07),26.29 (25.17-27.52),4.6894,0.0069,4.69 (0.01),8.8029,0.0196,8.80 (0.02),97.5 (97.3-97.6),87.8 (87.4-88.2),77.0 (76.3-77.7),97.4607,87.7944,76.9735,WeibullPH,Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.4839,0.0643,26.5254,15.48 (0.06),26.53 (25.60-27.45),4.6871,0.0053,4.69 (0.01),8.8002,0.0185,8.80 (0.02),97.4 (97.3-97.5),87.8 (87.3-88.1),77.0 (76.3-77.7),97.4207,87.7519,77.0039,Exponential,Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.5623,0.066,30.8607,15.56 (0.07),30.86 (29.25-32.58),4.6859,0.0069,4.69 (0.01),8.7903,0.0203,8.79 (0.02),97.5 (97.3-97.7),87.6 (87.1-87.9),77.0 (76.3-77.6),97.5288,87.551,76.9896,Log-logistic,Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.766,0.0609,44.2553,15.77 (0.06),44.26 (41.22-47.19),4.6559,0.0071,4.66 (0.01),8.7499,0.0207,8.75 (0.02),97.3 (97.2-97.5),86.7 (86.3-87.2),77.6 (76.9-78.2),97.3425,86.7046,77.6039,Log-normal,Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.3894,0.6968,22.9852,15.39 (0.70),22.99 (22.28-39.76),4.6932,0.0804,4.69 (0.08),8.8221,0.2339,8.82 (0.23),97.4 (97.3-99.9),88.1 (87.9-95.6),77.1 (76.8-88.3),97.381,88.091,77.136,Generalised Gamma,Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.4602,0.0674,25.8473,15.46 (0.07),25.85 (24.55-27.33),4.6914,0.007,4.69 (0.01),8.8075,0.0199,8.81 (0.02),97.5 (97.3-97.6),87.9 (87.4-88.3),77.0 (76.2-77.6),97.4513,87.8824,76.9618,Spline (1 knot),Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,15.3795,0.0306,22.9364,15.38 (0.03),22.94 (21.87-24.26),4.6837,0.0067,4.68 (0.01),8.8244,0.0136,8.82 (0.01),97.5 (97.3-97.7),87.9 (87.5-88.2),77.5 (77.2-77.8),97.4744,87.8567,77.5194,Spline (3 knots),Breast,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,11.5511,0.097,11.4219,11.55 (0.10),11.42 (11.05-11.79),4.3269,0.0118,4.33 (0.01),7.526,0.0337,7.53 (0.03),94.3 (94.0-94.5),74.2 (73.5-75.0),54.6 (53.6-55.6),94.2779,74.2333,54.6395,Gompertz,Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,11.6816,0.093,11.7218,11.68 (0.09),11.72 (11.31-12.13),4.3009,0.0122,4.30 (0.01),7.5013,0.0331,7.50 (0.03),93.8 (93.5-94.1),73.8 (73.1-74.5),55.2 (54.2-56.2),93.7997,73.7944,55.1913,WeibullPH,Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,11.6084,0.0886,11.5245,11.61 (0.09),11.52 (11.19-11.88),4.3182,0.009,4.32 (0.01),7.5149,0.0313,7.51 (0.03),94.2 (94.0-94.3),74.0 (73.3-74.7),54.8 (53.8-55.8),94.1627,74.0279,54.8012,Exponential,Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,12.036,0.088,12.5851,12.04 (0.09),12.59 (12.08-13.13),4.2856,0.0116,4.29 (0.01),7.4853,0.0323,7.49 (0.03),94.0 (93.6-94.3),73.1 (72.4-73.8),56.2 (55.1-57.2),93.9583,73.1103,56.1967,Log-logistic,Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,12.3696,0.0827,14.457,12.37 (0.08),14.46 (13.73-15.21),4.2211,0.0126,4.22 (0.01),7.4439,0.0319,7.44 (0.03),93.0 (92.6-93.4),72.1 (71.3-72.9),58.1 (57.0-59.1),92.9865,72.1129,58.0629,Log-normal,Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,11.3951,0.2918,11.4427,11.40 (0.29),11.44 (11.18-13.57),4.3214,0.0455,4.32 (0.05),7.5648,0.1181,7.56 (0.12),93.6 (93.3-96.1),74.9 (74.5-79.6),55.2 (54.5-60.9),93.5819,74.9487,55.2265,Generalised Gamma,Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,11.6183,0.0948,11.5769,11.62 (0.09),11.58 (11.21-11.99),4.3107,0.0123,4.31 (0.01),7.5151,0.0319,7.52 (0.03),93.8 (93.5-94.1),74.1 (73.4-74.8),55.0 (53.9-56.0),93.8159,74.1088,54.9753,Spline (1 knot),Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,11.4667,0.0453,11.4614,11.47 (0.05),11.46 (11.33-11.60),4.3067,0.0109,4.31 (0.01),7.5502,0.0195,7.55 (0.02),93.6 (93.1-94.0),74.7 (74.2-75.3),55.2 (54.9-55.6),93.5753,74.7251,55.2461,Spline (3 knots),Breast,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,6.0068,0.0804,4.3352,6.01 (0.08),4.34 (4.21-4.45),3.4387,0.0188,3.44 (0.02),5.0008,0.0389,5.00 (0.04),85.1 (84.6-85.6),45.0 (44.1-46.0),20.7 (19.6-21.8),85.1047,45.0208,20.6916,Gompertz,Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,6.0717,0.075,4.3388,6.07 (0.07),4.34 (4.21-4.45),3.4192,0.0177,3.42 (0.02),5.0093,0.0406,5.01 (0.04),84.3 (83.8-84.9),45.2 (44.3-46.2),21.4 (20.4-22.4),84.3338,45.2119,21.4375,WeibullPH,Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,5.9647,0.0675,4.3526,5.96 (0.07),4.35 (4.24-4.47),3.4473,0.0153,3.45 (0.02),5.0021,0.0397,5.00 (0.04),85.3 (84.9-85.6),45.1 (44.1-46.0),20.3 (19.5-21.2),85.2783,45.1017,20.3416,Exponential,Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,6.8471,0.0768,4.2167,6.85 (0.08),4.22 (4.08-4.35),3.3789,0.0186,3.38 (0.02),5.1047,0.0402,5.10 (0.04),84.2 (83.7-84.8),45.1 (44.0-46.0),26.8 (25.8-27.7),84.2388,45.0549,26.7806,Log-logistic,Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,7.1251,0.0818,4.2049,7.13 (0.08),4.20 (4.05-4.36),3.3082,0.0183,3.31 (0.02),5.1329,0.043,5.13 (0.04),81.4 (80.8-82.0),45.7 (44.7-46.7),29.5 (28.4-30.5),81.4044,45.7127,29.5082,Log-normal,Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,5.9785,0.0806,4.4029,5.98 (0.08),4.40 (4.27-4.54),3.4366,0.0186,3.44 (0.02),5.0165,0.0419,5.02 (0.04),84.4 (83.9-85.0),45.6 (44.6-46.6),20.7 (19.6-21.8),84.4063,45.5917,20.6861,Generalised Gamma,Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,6.0317,0.0779,4.3626,6.03 (0.08),4.36 (4.24-4.48),3.4283,0.0185,3.43 (0.02),5.0101,0.0403,5.01 (0.04),84.4 (83.9-85.0),45.3 (44.4-46.3),21.1 (20.0-22.1),84.4431,45.3191,21.0617,Spline (1 knot),Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,5.9704,0.0355,4.4353,5.97 (0.04),4.44 (4.35-4.53),3.4363,0.0139,3.44 (0.01),5.0204,0.0172,5.02 (0.02),84.1 (83.5-84.7),45.8 (45.3-46.5),20.6 (20.0-21.1),84.1264,45.8427,20.5976,Spline (3 knots),Breast,80 +,Both,Age,None,CPRD_GOLD
NA,NA,13.1741,0.4115,Inf,13.17 (0.41),Inf (Inf-Inf),4.0529,0.0715,4.05 (0.07),7.4031,0.1822,7.40 (0.18),89.2 (86.9-91.0),70.5 (66.0-74.1),64.9 (59.5-69.0),89.1985,70.5152,64.8721,Gompertz,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,12.5159,0.4286,17.8668,12.52 (0.43),17.87 (13.38-24.30),4.1748,0.0688,4.17 (0.07),7.5559,0.1741,7.56 (0.17),89.9 (87.4-91.8),73.9 (69.8-77.4),62.2 (56.9-67.1),89.913,73.8738,62.1727,WeibullPH,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,11.7066,0.4215,12.3665,11.71 (0.42),12.37 (10.48-14.66),4.3605,0.0477,4.36 (0.05),7.6552,0.1607,7.66 (0.16),94.5 (93.6-95.4),75.6 (71.9-78.9),57.1 (51.6-62.3),94.5492,75.5594,57.0922,Exponential,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,12.4552,0.4542,18.8384,12.46 (0.45),18.84 (13.33-26.22),4.1421,0.0704,4.14 (0.07),7.4731,0.1898,7.47 (0.19),89.7 (87.2-91.9),72.7 (68.7-76.4),61.5 (56.2-66.1),89.7462,72.7132,61.4899,Log-logistic,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,12.6568,0.4342,22.2407,12.66 (0.43),22.24 (15.05-33.58),4.1309,0.0663,4.13 (0.07),7.4921,0.1765,7.49 (0.18),89.5 (87.2-91.6),72.7 (68.3-76.0),62.7 (57.0-67.2),89.5274,72.7037,62.6812,Log-normal,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,12.8439,0.4281,28.8201,12.84 (0.43),28.82 (16.91-69.52),4.1068,0.0711,4.11 (0.07),7.4932,0.1811,7.49 (0.18),88.9 (86.2-91.0),72.6 (68.5-76.3),63.8 (58.7-69.0),88.9231,72.5582,63.8064,Generalised Gamma,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,13.0371,0.4353,43.0443,13.04 (0.44),43.04 (21.79-194.27),4.0549,0.0768,4.05 (0.08),7.4547,0.1839,7.45 (0.18),88.4 (86.0-90.7),71.7 (67.6-75.6),65.1 (60.0-69.7),88.4414,71.6586,65.1289,Spline (1 knot),Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,13.1618,0.1509,167.8968,13.16 (0.15),"167.90 (52.48-50,709,650.44)",4.0378,0.0648,4.04 (0.06),7.4028,0.1185,7.40 (0.12),89.9 (87.3-92.1),70.1 (67.0-72.8),65.4 (63.9-66.9),89.9493,70.1248,65.4463,Spline (3 knots),Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,12.6631,0.2465,Inf,12.66 (0.25),Inf (Inf-Inf),3.863,0.0412,3.86 (0.04),6.921,0.0994,6.92 (0.10),86.8 (85.4-87.9),65.0 (62.7-67.2),58.8 (56.1-61.2),86.7808,65.0361,58.8353,Gompertz,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,11.8657,0.2496,13.3001,11.87 (0.25),13.30 (11.60-15.24),4.0097,0.0403,4.01 (0.04),7.1158,0.1003,7.12 (0.10),87.7 (86.4-89.0),69.1 (66.9-71.1),56.1 (53.2-58.6),87.6595,69.0755,56.1454,WeibullPH,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,10.9713,0.2448,10.2813,10.97 (0.24),10.28 (9.46-11.10),4.2445,0.0278,4.24 (0.03),7.2744,0.0914,7.27 (0.09),93.5 (92.9-94.0),71.4 (69.3-73.3),51.0 (48.1-53.7),93.4804,71.3845,50.9574,Exponential,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,11.7843,0.2522,13.2214,11.78 (0.25),13.22 (11.36-15.58),3.9625,0.0394,3.96 (0.04),7.0001,0.1057,7.00 (0.11),87.4 (86.0-88.7),67.5 (65.1-69.6),55.2 (52.2-57.8),87.385,67.4574,55.2144,Log-logistic,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,12.0117,0.2436,14.6891,12.01 (0.24),14.69 (12.32-17.42),3.9577,0.0397,3.96 (0.04),7.032,0.1028,7.03 (0.10),87.3 (85.9-88.4),67.6 (65.4-69.5),56.5 (53.7-59.0),87.263,67.6079,56.4732,Log-normal,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
